raw_name,가격_KRW,사유,video_id,t_start,비고
꼬낙VSOP,87900,brand_lowconf,ys-tP7cGnMM,278.4,프레임OCR 격리; @whiskeykey/ys-tP7cGnMM
꼬닉VSOP,87900,brand_lowconf,ys-tP7cGnMM,281.0,프레임OCR 격리; @whiskeykey/ys-tP7cGnMM
발베니,134900,age_mismatch,aPVZJ6-loUI,85.8,프레임OCR 격리; @whiskeykey/aPVZJ6-loUI
15년배얼에이지드,72900,brand_lowconf,aPVZJ6-loUI,156.0,프레임OCR 격리; @whiskeykey/aPVZJ6-loUI
15년배럴에이지드,72900,brand_lowconf,aPVZJ6-loUI,159.0,프레임OCR 격리; @whiskeykey/aPVZJ6-loUI
스카치 위스키,35990,brand_lowconf,aPVZJ6-loUI,202.0,프레임OCR 격리; @whiskeykey/aPVZJ6-loUI
조니워커블랙라벨1L,49940,age_mismatch,mBH4Xqtr1YU,268.6,프레임OCR 격리; @whiskeykey/mBH4Xqtr1YU
조니워커불랙라벨1L,49940,age_mismatch,mBH4Xqtr1YU,269.6,프레임OCR 격리; @whiskeykey/mBH4Xqtr1YU
비스킷앤드보세꼬냑X0700m,189800,brand_lowconf,mBH4Xqtr1YU,436.6,프레임OCR 격리; @whiskeykey/mBH4Xqtr1YU
발베니,94900,age_mismatch,TBWtMYYU52E,76.8,프레임OCR 격리; @whiskeykey/TBWtMYYU52E
몽키슬더700m,44980,brand_lowconf,mBH4Xqtr1YU,120.6,프레임OCR 격리; @whiskeykey/mBH4Xqtr1YU
발렌타인싱글몰트글렌버기15년700m,94800,age_mismatch,mBH4Xqtr1YU,144.6,프레임OCR 격리; @whiskeykey/mBH4Xqtr1YU
레미마틴V.S.O.P70OmI,79800,brand_lowconf,mBH4Xqtr1YU,360.6,프레임OCR 격리; @whiskeykey/mBH4Xqtr1YU
바카디모히또클래식700m,18980,brand_lowconf,mBH4Xqtr1YU,366.6,프레임OCR 격리; @whiskeykey/mBH4Xqtr1YU
봄베이사파이어750ml+375m,39980,brand_lowconf,mBH4Xqtr1YU,382.4,프레임OCR 격리; @whiskeykey/mBH4Xqtr1YU
봄베이사파이어750m+375ml,39980,brand_lowconf,mBH4Xqtr1YU,384.0,프레임OCR 격리; @whiskeykey/mBH4Xqtr1YU
봄베이사파이어750ml+375ml,39980,brand_lowconf,mBH4Xqtr1YU,386.0,프레임OCR 격리; @whiskeykey/mBH4Xqtr1YU
봄베이사파이어진750m,30980,brand_lowconf,mBH4Xqtr1YU,390.6,프레임OCR 격리; @whiskeykey/mBH4Xqtr1YU
앱솔루트 보드카 1L,25980,brand_lowconf,mBH4Xqtr1YU,402.6,프레임OCR 격리; @whiskeykey/mBH4Xqtr1YU
페로네 리몬첼로 1L,24980,brand_lowconf,mBH4Xqtr1YU,408.6,프레임OCR 격리; @whiskeykey/mBH4Xqtr1YU
피치트리 1L,25980,brand_lowconf,mBH4Xqtr1YU,414.6,프레임OCR 격리; @whiskeykey/mBH4Xqtr1YU
호세쿠엘보 에스페살레포사도750m,27980,brand_lowconf,mBH4Xqtr1YU,418.6,프레임OCR 격리; @whiskeykey/mBH4Xqtr1YU
아벨라워아브니흐세리캐스크에다션7CO,235800,brand_lowconf,mBH4Xqtr1YU,444.6,프레임OCR 격리; @whiskeykey/mBH4Xqtr1YU
글렌모린지 디오리지널12년,79900,brand_lowconf,ofBlOQDrUL0,16.8,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
14년싱글몰트,106900,brand_lowconf,ofBlOQDrUL0,23.0,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
-키700ML,96900,noise_blocklist,ofBlOQDrUL0,27.6,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
[배너광고 공간]많은 관심 부탁드립니다,96900,brand_lowconf,ofBlOQDrUL0,31.0,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
12년A,144900,noise_blocklist,ofBlOQDrUL0,33.6,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
스키700ML,144900,brand_lowconf,ofBlOQDrUL0,36.2,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
21년,269900,noise_blocklist,ofBlOQDrUL0,46.8,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
[매너광고 공간]많은 관심 부탁드립니다,42290,brand_lowconf,ofBlOQDrUL0,63.6,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
[배너 광고 공간]많은 관심 부탁드립니다,146900,brand_lowconf,ofBlOQDrUL0,66.2,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
[배너광고 공간]많은 관심 부탁드럽니다,222900,brand_lowconf,ofBlOQDrUL0,74.6,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
[배너광고 공간]많은 관심 부탁드립니다,222900,brand_lowconf,ofBlOQDrUL0,76.8,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
발베니 12년싱글물트위스키,94900,ambiguous_sku,ofBlOQDrUL0,82.6,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
발베니 12년싱글몰트위스키,94900,ambiguous_sku,ofBlOQDrUL0,85.2,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
캔터키스트레이트 버번워스키 1L,63900,brand_lowconf,ofBlOQDrUL0,104.6,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
켄터키 스트레이트 버번위스키1L,63900,brand_lowconf,ofBlOQDrUL0,106.8,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
테네시애플위스키,55900,brand_lowconf,ofBlOQDrUL0,112.6,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
아이리쉬위스키,26690,brand_lowconf,ofBlOQDrUL0,123.6,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
[배너 광고 공간] 많은 관심 부탁드립니다,65900,brand_lowconf,ofBlOQDrUL0,130.8,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
버번위스키,35490,brand_lowconf,ofBlOQDrUL0,148.2,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
[배너광고 공간]많은 관심 부탁드립니다 커클랜드상품입니다,119900,brand_lowconf,ofBlOQDrUL0,159.0,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
8년싱트위스,119900,brand_lowconf,ofBlOQDrUL0,160.6,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
RTD을드패션드,49990,brand_lowconf,ofBlOQDrUL0,167.4,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
[배너광고 공간]많은관심 부탁드립니다 커클랜드 상품입니다,147900,brand_lowconf,ofBlOQDrUL0,170.8,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
데킬라엑스트라 아네호1L,139900,brand_lowconf,ofBlOQDrUL0,176.6,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
런던드라이진,28990,brand_lowconf,ofBlOQDrUL0,186.2,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
스카치 위스키 990원,921081,brand_lowconf,ofBlOQDrUL0,190.8,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
스파이스드럼,32990,brand_lowconf,ofBlOQDrUL0,194.6,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
아메리칸 보드카,639271,brand_lowconf,ofBlOQDrUL0,202.8,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
캐나디안위스키,38990,brand_lowconf,ofBlOQDrUL0,220.8,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
데킬라블랑코,59900,brand_lowconf,ofBlOQDrUL0,224.8,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
프렌치 보드카,29990,brand_lowconf,ofBlOQDrUL0,232.8,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
깔루아 리큐르,23790,brand_lowconf,ofBlOQDrUL0,238.8,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
데킬라블랑코 76.900원,64900,brand_lowconf,ofBlOQDrUL0,242.6,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
꼬낙VSOP,77900,brand_lowconf,ofBlOQDrUL0,250.6,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
[배너광고공간]많은 관심 부탁드립니다 기타 주류 입니다,77900,brand_lowconf,ofBlOQDrUL0,252.2,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
캐리비안럼,24390,brand_lowconf,ofBlOQDrUL0,256.8,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
슈페리에럼,27390,brand_lowconf,ofBlOQDrUL0,260.8,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
[배너광고 공간]많은 관심 부탁드립니다 기타 주류입니다,31790,brand_lowconf,ofBlOQDrUL0,268.2,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
런던드라이진,31790,brand_lowconf,ofBlOQDrUL0,270.8,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
아페를 아페리티보리큐르,24990,brand_lowconf,ofBlOQDrUL0,273.6,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
보드카,24890,brand_lowconf,ofBlOQDrUL0,278.8,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
예거마이스터,39990,brand_lowconf,ofBlOQDrUL0,284.6,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
[배너 광고 공간]많은관심 부탁드립니다 기태 주류 입니다,45790,brand_lowconf,ofBlOQDrUL0,298.8,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
레포사도데킬라,34990,brand_lowconf,ofBlOQDrUL0,302.8,프레임OCR 격리; @whiskeykey/ofBlOQDrUL0
12년 쉐리캐스크,69900,brand_lowconf,-t-Q7jSi14g,33.4,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
15년싱글몰트 위스700ML,96900,brand_lowconf,-t-Q7jSi14g,39.4,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
21년,269900,noise_blocklist,-t-Q7jSi14g,57.2,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
12년더블캐스크,96900,brand_lowconf,-t-Q7jSi14g,62.8,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
[배너 광고 공간]많은 관심 부탁드립니다,222900,brand_lowconf,-t-Q7jSi14g,81.4,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
산토리위스키,27690,brand_lowconf,-t-Q7jSi14g,109.4,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
켄터키스트레이트 버번위스키 1L,63900,brand_lowconf,-t-Q7jSi14g,117.4,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
테네시애플위스키,55900,brand_lowconf,-t-Q7jSi14g,121.4,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
테네시에플위스키,55900,brand_lowconf,-t-Q7jSi14g,125.2,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
테네시위스키,55900,brand_lowconf,-t-Q7jSi14g,127.2,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
아이리쉬위스키 33.490원,26690,brand_lowconf,-t-Q7jSi14g,133.8,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
280는,69900,noise_blocklist,-t-Q7jSi14g,141.4,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
[배너 광고 공간] 많은 관심 부탁드립니다,256900,brand_lowconf,-t-Q7jSi14g,152.8,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
[매너 광고 공간] 많은 관심 부탁드립니다,256900,brand_lowconf,-t-Q7jSi14g,155.2,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
버번위스키,35490,brand_lowconf,-t-Q7jSi14g,157.2,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
12년스카치위스키 5.480원,95900,brand_lowconf,-t-Q7jSi14g,163.8,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
8년싱글몰트위스,119900,brand_lowconf,-t-Q7jSi14g,169.4,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
RTD올드패션드,49990,brand_lowconf,-t-Q7jSi14g,176.2,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
[배너광고 공간]많은 관심 부탁드럽니다 커클랜드상품입니다,147900,brand_lowconf,-t-Q7jSi14g,183.4,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
데킬라블랑코,59900,brand_lowconf,-t-Q7jSi14g,189.4,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
데킬라엑스트라 아네호1L,139900,brand_lowconf,-t-Q7jSi14g,195.4,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
런던드라이진,28990,brand_lowconf,-t-Q7jSi14g,201.4,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
스파이스드럼,32990,brand_lowconf,-t-Q7jSi14g,212.8,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
아메리칸 보드카,639271,brand_lowconf,-t-Q7jSi14g,219.4,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
아이리쉬위스키,59900,brand_lowconf,-t-Q7jSi14g,226.0,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
아이리쉬크림,38990,brand_lowconf,-t-Q7jSi14g,231.2,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
캐나디안위스키,38990,brand_lowconf,-t-Q7jSi14g,235.2,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
프렌치 보드카,29990,brand_lowconf,-t-Q7jSi14g,243.0,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
깔루아 리큐르,23790,brand_lowconf,-t-Q7jSi14g,249.4,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
데킬라블량코,64900,brand_lowconf,-t-Q7jSi14g,254.0,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
데킬라블랑코,64900,brand_lowconf,-t-Q7jSi14g,256.4,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
[배너 광고공간]많은 관심 부탁드립니다 기타 주류 입니다,77900,brand_lowconf,-t-Q7jSi14g,261.4,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
캐리비안럼,24390,brand_lowconf,-t-Q7jSi14g,267.4,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
슈페리에럼,27390,brand_lowconf,-t-Q7jSi14g,273.4,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
많은 관심 부탁드립니다 [매너 광고 공간],39990,brand_lowconf,-t-Q7jSi14g,278.4,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
[배너 광고 공간] 많은 관심 부탁드립니다,39990,brand_lowconf,-t-Q7jSi14g,281.0,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
아페리티보리큐르,24990,brand_lowconf,-t-Q7jSi14g,285.4,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
보드카,24890,brand_lowconf,-t-Q7jSi14g,291.4,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
예거마이스터,39990,brand_lowconf,-t-Q7jSi14g,297.4,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
모낙VSOP,87900,brand_lowconf,-t-Q7jSi14g,301.4,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
벤드릭스진,45790,brand_lowconf,-t-Q7jSi14g,308.4,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
엔드릭스진,45790,brand_lowconf,-t-Q7jSi14g,311.0,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
레포사도데킬라,34990,brand_lowconf,-t-Q7jSi14g,314.2,프레임OCR 격리; @whiskeykey/-t-Q7jSi14g
더글렌리벳 15년 700m 100m1당13.543원,94800,age_mismatch,awsJBAzS3Fc,57.4,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
글렌피릭12년 700m,84800,ambiguous_sku,awsJBAzS3Fc,69.4,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
글렌피릭15년700ml -2o11 IwsC God Best in Class 수,99800,ambiguous_sku,awsJBAzS3Fc,81.2,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
몽키슬더700m -전동 수작업의 반복에 어제가 구부정해진 오습를,49980,brand_lowconf,awsJBAzS3Fc,117.4,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
날렌타인싱글몰트글렌버기15년700m 100m1당13.543원,94800,age_mismatch,awsJBAzS3Fc,129.4,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
뱅크홀싱글몰트위스키700m 100m1당5.426원,37980,brand_lowconf,awsJBAzS3Fc,148.8,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
산토리가쿠빈700m 일본 위스키대표주자 신토리 가구반,29980,brand_lowconf,awsJBAzS3Fc,159.8,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
과일드터키 8년 1L 100m4.998원,49980,noise_blocklist,awsJBAzS3Fc,201.2,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
와일터키레어브리드750n 100m15 10.640원,79800,brand_lowconf,awsJBAzS3Fc,207.4,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
제임슨 스탠다드 700m 100m1당3.997원,27980,brand_lowconf,awsJBAzS3Fc,237.4,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
조니워커 그린라벨700mI 100m1당 10.686원,74800,brand_lowconf,awsJBAzS3Fc,243.2,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
"조니워커 블랙1.75L 100m당 5,417",94800,brand_lowconf,awsJBAzS3Fc,261.4,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
조니워커블루라벨750m 100m1s 34.640원,259800,brand_lowconf,awsJBAzS3Fc,279.2,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
짐빙 화이트 750m 100m당 3.731원,27980,brand_lowconf,awsJBAzS3Fc,285.4,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
"커티삭 프로히비션 1L 100m1당 3,994",39940,brand_lowconf,awsJBAzS3Fc,303.4,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
탈리스만위스키1L 100m1당1.698원,16980,brand_lowconf,awsJBAzS3Fc,315.4,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
"탈리스커와일드블루700ml 100m1당 12,11494",84800,brand_lowconf,awsJBAzS3Fc,327.2,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
포로지스 싱글배럴750m 100m1당 11.040일,82800,brand_lowconf,awsJBAzS3Fc,333.4,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
레미마틴V.S.O.P700ml 100m8 11.400원,79800,brand_lowconf,awsJBAzS3Fc,339.4,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
바카디모히또클래식700m,21980,brand_lowconf,awsJBAzS3Fc,345.2,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
봄베이 사파이어 진 750m,30980,brand_lowconf,awsJBAzS3Fc,363.2,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
앱솔루트 보드카 1L 100m1당2.598원,25980,brand_lowconf,awsJBAzS3Fc,369.4,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
업타운 마가리타1.5L 100m1당 1.699원,25480,brand_lowconf,awsJBAzS3Fc,375.4,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
페로네리몬첼로1L,29980,brand_lowconf,awsJBAzS3Fc,382.4,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
"피치트리 1L 100m당2,598일",25980,brand_lowconf,awsJBAzS3Fc,387.2,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
호세쿠엘보에스페살레포사도750m,27980,brand_lowconf,awsJBAzS3Fc,393.2,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
빌렌타인2,224800,age_mismatch,awsJBAzS3Fc,411.2,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
아벨라워이브나흐세리캐스크에디션700,235800,brand_lowconf,awsJBAzS3Fc,417.2,프레임OCR 격리; @whiskeykey/awsJBAzS3Fc
골든블루사피루스 450ml 100m56.440일,28980,brand_lowconf,KoaUsHp5By8,26.6,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
"더글렌그란트 익스플로레이션넘버원700m 100m1당14,2579",99800,brand_lowconf,KoaUsHp5By8,44.8,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
더 글렌리벳 12년 11L,69800,age_mismatch,KoaUsHp5By8,56.6,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
더글렌리벳15년 700m 100m1당13.543원3,94800,age_mismatch,KoaUsHp5By8,62.8,프레임OCR 격리; @whiskeykey/KoaUsHp5By8
