raw_name,가격_KRW,사유,video_id,t_start,비고
|오크12년700m,119800,brand_lowconf,PI6s6wIHdKw,14.4,프레임OCR 격리; @whiskeykey/PI6s6wIHdKw
본리미티드에디션700m,149800,brand_lowconf,PI6s6wIHdKw,23.6,프레임OCR 격리; @whiskeykey/PI6s6wIHdKw
조니워커 그린라벨700m,74800,age_mismatch,PI6s6wIHdKw,299.8,프레임OCR 격리; @whiskeykey/PI6s6wIHdKw
에디선750M,309900,brand_lowconf,10D-R05-sSU,56.4,프레임OCR 격리; @whiskeypick/10D-R05-sSU
"256,900원",256900,noise_blocklist,10D-R05-sSU,62.4,프레임OCR 격리; @whiskeypick/10D-R05-sSU
12년페리캐스크,69900,brand_lowconf,10D-R05-sSU,90.8,프레임OCR 격리; @whiskeypick/10D-R05-sSU
스카치 워스키,35990,brand_lowconf,10D-R05-sSU,102.6,프레임OCR 격리; @whiskeypick/10D-R05-sSU
코스트코에세는 19세 이만의,38990,noise_blocklist,10D-R05-sSU,251.4,프레임OCR 격리; @whiskeypick/10D-R05-sSU
27.690원,639271,noise_blocklist,10D-R05-sSU,256.8,프레임OCR 격리; @whiskeypick/10D-R05-sSU
주류 만에 안내,89800,noise_blocklist,nYUtBO0v7vI,130.2,프레임OCR 격리; @whiskeypick/nYUtBO0v7vI
15년870,99800,noise_blocklist,nYUtBO0v7vI,138.2,프레임OCR 격리; @whiskeypick/nYUtBO0v7vI
글텐피드12년700ml,69800,brand_lowconf,nYUtBO0v7vI,145.2,프레임OCR 격리; @whiskeypick/nYUtBO0v7vI
생플입니다,69800,brand_lowconf,nYUtBO0v7vI,151.8,프레임OCR 격리; @whiskeypick/nYUtBO0v7vI
더클랜그란 12년700ml,59400,brand_lowconf,nYUtBO0v7vI,202.8,프레임OCR 격리; @whiskeypick/nYUtBO0v7vI
1792 스째지750m,44980,brand_lowconf,nYUtBO0v7vI,302.6,프레임OCR 격리; @whiskeypick/nYUtBO0v7vI
에반 월리엄스 B18 12주년 에디션 50도 1L,39980,brand_lowconf,nYUtBO0v7vI,333.4,프레임OCR 격리; @whiskeypick/nYUtBO0v7vI
이반 밀리엄스 B8 12주년 에다션 50도 1L,39980,brand_lowconf,nYUtBO0v7vI,336.8,프레임OCR 격리; @whiskeypick/nYUtBO0v7vI
스700,25980,noise_blocklist,nYUtBO0v7vI,364.6,프레임OCR 격리; @whiskeypick/nYUtBO0v7vI
시도750m,25980,brand_lowconf,nYUtBO0v7vI,368.2,프레임OCR 격리; @whiskeypick/nYUtBO0v7vI
그게 이유이,19980,brand_lowconf,nYUtBO0v7vI,380.0,프레임OCR 격리; @whiskeypick/nYUtBO0v7vI
해산물,59800,noise_blocklist,nYUtBO0v7vI,416.6,프레임OCR 격리; @whiskeypick/nYUtBO0v7vI
글렌피릭12년700m,69800,ambiguous_sku,PI6s6wIHdKw,78.6,프레임OCR 격리; @whiskeykey/PI6s6wIHdKw
글텐피닉14년버번캐스크700m,99800,brand_lowconf,PI6s6wIHdKw,86.0,프레임OCR 격리; @whiskeykey/PI6s6wIHdKw
맥캘란 더블캐스크 12년 700m!,99800,brand_lowconf,PI6s6wIHdKw,133.2,프레임OCR 격리; @whiskeykey/PI6s6wIHdKw
발렌타인싱글몰트글렌버기15년700ml,89400,age_mismatch,PI6s6wIHdKw,167.8,프레임OCR 격리; @whiskeykey/PI6s6wIHdKw
아벨라워아브나흐세리캐스크에디션700,199800,brand_lowconf,PI6s6wIHdKw,209.8,프레임OCR 격리; @whiskeykey/PI6s6wIHdKw
일라이저크레이그스몰배치1.75L,79400,brand_lowconf,PI6s6wIHdKw,270.8,프레임OCR 격리; @whiskeykey/PI6s6wIHdKw
레미마틴V.S.0.P700ml,79800,brand_lowconf,PI6s6wIHdKw,373.0,프레임OCR 격리; @whiskeykey/PI6s6wIHdKw
바카디모히또클래식700m,21980,brand_lowconf,PI6s6wIHdKw,379.8,프레임OCR 격리; @whiskeykey/PI6s6wIHdKw
봄베이사파이어진750m,30980,brand_lowconf,PI6s6wIHdKw,390.6,프레임OCR 격리; @whiskeykey/PI6s6wIHdKw
앱솔루트 보드카 1L,34980,brand_lowconf,PI6s6wIHdKw,397.4,프레임OCR 격리; @whiskeykey/PI6s6wIHdKw
업타운마가리타1.5L,24980,brand_lowconf,PI6s6wIHdKw,403.8,프레임OCR 격리; @whiskeykey/PI6s6wIHdKw
페로네리몬첼로1L,24980,brand_lowconf,PI6s6wIHdKw,409.8,프레임OCR 격리; @whiskeykey/PI6s6wIHdKw
피치트리 1L,25980,brand_lowconf,PI6s6wIHdKw,414.2,프레임OCR 격리; @whiskeykey/PI6s6wIHdKw
더글렌리베~7년스몰배치2700m,229800,age_mismatch,PI6s6wIHdKw,431.8,프레임OCR 격리; @whiskeykey/PI6s6wIHdKw
더글렌리베-7년스몰배치2700m,229800,age_mismatch,PI6s6wIHdKw,433.4,프레임OCR 격리; @whiskeykey/PI6s6wIHdKw
아벨라워아브니흐세리캐스크에다션700,235800,brand_lowconf,PI6s6wIHdKw,463.8,프레임OCR 격리; @whiskeykey/PI6s6wIHdKw
아벨라워이브니흐세리캐스크에다션700,235800,brand_lowconf,PI6s6wIHdKw,465.6,프레임OCR 격리; @whiskeykey/PI6s6wIHdKw
조니워커블루라벨 75Om,5000257,price_above_ref,PI6s6wIHdKw,471.8,프레임OCR 격리; @whiskeykey/PI6s6wIHdKw
글렌모지 디오리지12년,79900,brand_lowconf,1iGtaA_QLRk,16.8,프레임OCR 격리; @whiskeykey/1iGtaA_QLRk
15년싱글몰트 위스키700ML,96900,brand_lowconf,1iGtaA_QLRk,23.0,프레임OCR 격리; @whiskeykey/1iGtaA_QLRk
12년세리캐스크,20700,brand_lowconf,1iGtaA_QLRk,28.8,프레임OCR 격리; @whiskeykey/1iGtaA_QLRk
