video_id,t_sec,frame,crop,method,w,h
JM7Vc6j0J44,23.4,JM7Vc6j0J44_000023.jpg,JM7Vc6j0J44_000023.jpg,roi_fallback,384,360
JM7Vc6j0J44,30.2,JM7Vc6j0J44_000030.jpg,JM7Vc6j0J44_000030.jpg,roi_fallback,384,360
JM7Vc6j0J44,31.6,JM7Vc6j0J44_000032.jpg,JM7Vc6j0J44_000032.jpg,roi_fallback,384,360
JM7Vc6j0J44,32.2,JM7Vc6j0J44_000032_1.jpg,JM7Vc6j0J44_000032_1.jpg,roi_fallback,384,360
JM7Vc6j0J44,35.2,JM7Vc6j0J44_000035.jpg,JM7Vc6j0J44_000035.jpg,roi_fallback,384,360
JM7Vc6j0J44,39.2,JM7Vc6j0J44_000039.jpg,JM7Vc6j0J44_000039.jpg,roi_fallback,384,360
JM7Vc6j0J44,41.8,JM7Vc6j0J44_000042.jpg,JM7Vc6j0J44_000042.jpg,roi_fallback,384,360
JM7Vc6j0J44,47.2,JM7Vc6j0J44_000047.jpg,JM7Vc6j0J44_000047.jpg,roi_fallback,384,360
JM7Vc6j0J44,53.2,JM7Vc6j0J44_000053.jpg,JM7Vc6j0J44_000053.jpg,roi_fallback,384,360
JM7Vc6j0J44,59.2,JM7Vc6j0J44_000059.jpg,JM7Vc6j0J44_000059.jpg,roi_fallback,384,360
JM7Vc6j0J44,75.4,JM7Vc6j0J44_000115.jpg,JM7Vc6j0J44_000115.jpg,roi_fallback,384,360
JM7Vc6j0J44,76.2,JM7Vc6j0J44_000116.jpg,JM7Vc6j0J44_000116.jpg,roi_fallback,384,360
JM7Vc6j0J44,77.2,JM7Vc6j0J44_000117.jpg,JM7Vc6j0J44_000117.jpg,roi_fallback,384,360
JM7Vc6j0J44,82.6,JM7Vc6j0J44_000123.jpg,JM7Vc6j0J44_000123.jpg,roi_fallback,384,360
JM7Vc6j0J44,85.4,JM7Vc6j0J44_000125.jpg,JM7Vc6j0J44_000125.jpg,roi_fallback,384,360
JM7Vc6j0J44,95.2,JM7Vc6j0J44_000135.jpg,JM7Vc6j0J44_000135.jpg,roi_fallback,384,360
JM7Vc6j0J44,101.4,JM7Vc6j0J44_000141.jpg,JM7Vc6j0J44_000141.jpg,roi_fallback,384,360
JM7Vc6j0J44,102.2,JM7Vc6j0J44_000142.jpg,JM7Vc6j0J44_000142.jpg,roi_fallback,384,360
JM7Vc6j0J44,106.8,JM7Vc6j0J44_000147.jpg,JM7Vc6j0J44_000147.jpg,roi_fallback,384,360
JM7Vc6j0J44,108.2,JM7Vc6j0J44_000148.jpg,JM7Vc6j0J44_000148.jpg,roi_fallback,384,360
JM7Vc6j0J44,109.2,JM7Vc6j0J44_000149.jpg,JM7Vc6j0J44_000149.jpg,roi_fallback,384,360
JM7Vc6j0J44,111.4,JM7Vc6j0J44_000151.jpg,JM7Vc6j0J44_000151.jpg,roi_fallback,384,360
JM7Vc6j0J44,112.2,JM7Vc6j0J44_000152.jpg,JM7Vc6j0J44_000152.jpg,roi_fallback,384,360
JM7Vc6j0J44,114.2,JM7Vc6j0J44_000154.jpg,JM7Vc6j0J44_000154.jpg,roi_fallback,384,360
JM7Vc6j0J44,117.2,JM7Vc6j0J44_000157.jpg,JM7Vc6j0J44_000157.jpg,roi_fallback,384,360
JM7Vc6j0J44,119.2,JM7Vc6j0J44_000159.jpg,JM7Vc6j0J44_000159.jpg,roi_fallback,384,360
JM7Vc6j0J44,125.2,JM7Vc6j0J44_000205.jpg,JM7Vc6j0J44_000205.jpg,roi_fallback,384,360
JM7Vc6j0J44,131.2,JM7Vc6j0J44_000211.jpg,JM7Vc6j0J44_000211.jpg,roi_fallback,384,360
JM7Vc6j0J44,137.2,JM7Vc6j0J44_000217.jpg,JM7Vc6j0J44_000217.jpg,roi_fallback,384,360
JM7Vc6j0J44,143.2,JM7Vc6j0J44_000223.jpg,JM7Vc6j0J44_000223.jpg,roi_fallback,384,360
JM7Vc6j0J44,147.0,JM7Vc6j0J44_000227.jpg,JM7Vc6j0J44_000227.jpg,roi_fallback,384,360
JM7Vc6j0J44,149.4,JM7Vc6j0J44_000229.jpg,JM7Vc6j0J44_000229.jpg,roi_fallback,384,360
JM7Vc6j0J44,155.2,JM7Vc6j0J44_000235.jpg,JM7Vc6j0J44_000235.jpg,roi_fallback,384,360
JM7Vc6j0J44,161.2,JM7Vc6j0J44_000241.jpg,JM7Vc6j0J44_000241.jpg,roi_fallback,384,360
JM7Vc6j0J44,173.2,JM7Vc6j0J44_000253.jpg,JM7Vc6j0J44_000253.jpg,roi_fallback,384,360
JM7Vc6j0J44,179.8,JM7Vc6j0J44_000300.jpg,JM7Vc6j0J44_000300.jpg,roi_fallback,384,360
JM7Vc6j0J44,181.2,JM7Vc6j0J44_000301.jpg,JM7Vc6j0J44_000301.jpg,roi_fallback,384,360
JM7Vc6j0J44,185.2,JM7Vc6j0J44_000305.jpg,JM7Vc6j0J44_000305.jpg,roi_fallback,384,360
JM7Vc6j0J44,191.2,JM7Vc6j0J44_000311.jpg,JM7Vc6j0J44_000311.jpg,roi_fallback,384,360
JM7Vc6j0J44,197.2,JM7Vc6j0J44_000317.jpg,JM7Vc6j0J44_000317.jpg,roi_fallback,384,360
JM7Vc6j0J44,201.8,JM7Vc6j0J44_000322.jpg,JM7Vc6j0J44_000322.jpg,roi_fallback,384,360
JM7Vc6j0J44,203.2,JM7Vc6j0J44_000323.jpg,JM7Vc6j0J44_000323.jpg,roi_fallback,384,360
JM7Vc6j0J44,215.2,JM7Vc6j0J44_000335.jpg,JM7Vc6j0J44_000335.jpg,roi_fallback,384,360
JM7Vc6j0J44,225.6,JM7Vc6j0J44_000346.jpg,JM7Vc6j0J44_000346.jpg,roi_fallback,384,360
JM7Vc6j0J44,227.2,JM7Vc6j0J44_000347.jpg,JM7Vc6j0J44_000347.jpg,roi_fallback,384,360
JM7Vc6j0J44,228.2,JM7Vc6j0J44_000348.jpg,JM7Vc6j0J44_000348.jpg,roi_fallback,384,360
JM7Vc6j0J44,229.2,JM7Vc6j0J44_000349.jpg,JM7Vc6j0J44_000349.jpg,roi_fallback,384,360
JM7Vc6j0J44,233.2,JM7Vc6j0J44_000353.jpg,JM7Vc6j0J44_000353.jpg,roi_fallback,384,360
JM7Vc6j0J44,239.2,JM7Vc6j0J44_000359.jpg,JM7Vc6j0J44_000359.jpg,roi_fallback,384,360
JM7Vc6j0J44,245.4,JM7Vc6j0J44_000405.jpg,JM7Vc6j0J44_000405.jpg,roi_fallback,384,360
JM7Vc6j0J44,251.2,JM7Vc6j0J44_000411.jpg,JM7Vc6j0J44_000411.jpg,roi_fallback,384,360
JM7Vc6j0J44,262.8,JM7Vc6j0J44_000423.jpg,JM7Vc6j0J44_000423.jpg,roi_fallback,384,360
JM7Vc6j0J44,268.2,JM7Vc6j0J44_000428.jpg,JM7Vc6j0J44_000428.jpg,roi_fallback,384,360
JM7Vc6j0J44,275.2,JM7Vc6j0J44_000435.jpg,JM7Vc6j0J44_000435.jpg,roi_fallback,384,360
JM7Vc6j0J44,281.2,JM7Vc6j0J44_000441.jpg,JM7Vc6j0J44_000441.jpg,roi_fallback,384,360
JM7Vc6j0J44,285.6,JM7Vc6j0J44_000446.jpg,JM7Vc6j0J44_000446.jpg,roi_fallback,384,360
JM7Vc6j0J44,288.8,JM7Vc6j0J44_000449.jpg,JM7Vc6j0J44_000449.jpg,roi_fallback,384,360
JM7Vc6j0J44,305.2,JM7Vc6j0J44_000505.jpg,JM7Vc6j0J44_000505.jpg,roi_fallback,384,360
JM7Vc6j0J44,311.4,JM7Vc6j0J44_000511.jpg,JM7Vc6j0J44_000511.jpg,roi_fallback,384,360
JM7Vc6j0J44,317.2,JM7Vc6j0J44_000517.jpg,JM7Vc6j0J44_000517.jpg,roi_fallback,384,360
JM7Vc6j0J44,323.2,JM7Vc6j0J44_000523.jpg,JM7Vc6j0J44_000523.jpg,roi_fallback,384,360
JM7Vc6j0J44,329.2,JM7Vc6j0J44_000529.jpg,JM7Vc6j0J44_000529.jpg,roi_fallback,384,360
JM7Vc6j0J44,335.2,JM7Vc6j0J44_000535.jpg,JM7Vc6j0J44_000535.jpg,roi_fallback,384,360
JM7Vc6j0J44,341.2,JM7Vc6j0J44_000541.jpg,JM7Vc6j0J44_000541.jpg,roi_fallback,384,360
JM7Vc6j0J44,347.4,JM7Vc6j0J44_000547.jpg,JM7Vc6j0J44_000547.jpg,roi_fallback,384,360
JM7Vc6j0J44,353.2,JM7Vc6j0J44_000553.jpg,JM7Vc6j0J44_000553.jpg,roi_fallback,384,360
JM7Vc6j0J44,359.2,JM7Vc6j0J44_000559.jpg,JM7Vc6j0J44_000559.jpg,roi_fallback,384,360
JM7Vc6j0J44,363.2,JM7Vc6j0J44_000603.jpg,JM7Vc6j0J44_000603.jpg,roi_fallback,384,360
JM7Vc6j0J44,365.8,JM7Vc6j0J44_000606.jpg,JM7Vc6j0J44_000606.jpg,roi_fallback,384,360
JM7Vc6j0J44,371.2,JM7Vc6j0J44_000611.jpg,JM7Vc6j0J44_000611.jpg,roi_fallback,384,360
JM7Vc6j0J44,377.2,JM7Vc6j0J44_000617.jpg,JM7Vc6j0J44_000617.jpg,roi_fallback,384,360
JM7Vc6j0J44,383.2,JM7Vc6j0J44_000623.jpg,JM7Vc6j0J44_000623.jpg,roi_fallback,384,360
JM7Vc6j0J44,389.2,JM7Vc6j0J44_000629.jpg,JM7Vc6j0J44_000629.jpg,roi_fallback,384,360
JM7Vc6j0J44,395.2,JM7Vc6j0J44_000635.jpg,JM7Vc6j0J44_000635.jpg,roi_fallback,384,360
JM7Vc6j0J44,401.2,JM7Vc6j0J44_000641.jpg,JM7Vc6j0J44_000641.jpg,roi_fallback,384,360
JM7Vc6j0J44,406.4,JM7Vc6j0J44_000646.jpg,JM7Vc6j0J44_000646.jpg,roi_fallback,384,360
JM7Vc6j0J44,408.2,JM7Vc6j0J44_000648.jpg,JM7Vc6j0J44_000648.jpg,roi_fallback,384,360
JM7Vc6j0J44,409.2,JM7Vc6j0J44_000649.jpg,JM7Vc6j0J44_000649.jpg,roi_fallback,384,360
JM7Vc6j0J44,413.2,JM7Vc6j0J44_000653.jpg,JM7Vc6j0J44_000653.jpg,roi_fallback,384,360
JM7Vc6j0J44,419.2,JM7Vc6j0J44_000659.jpg,JM7Vc6j0J44_000659.jpg,roi_fallback,384,360
JM7Vc6j0J44,425.2,JM7Vc6j0J44_000705.jpg,JM7Vc6j0J44_000705.jpg,roi_fallback,384,360
JM7Vc6j0J44,432.2,JM7Vc6j0J44_000712.jpg,JM7Vc6j0J44_000712.jpg,roi_fallback,384,360
JM7Vc6j0J44,433.2,JM7Vc6j0J44_000713.jpg,JM7Vc6j0J44_000713.jpg,roi_fallback,384,360
JM7Vc6j0J44,435.0,JM7Vc6j0J44_000715.jpg,JM7Vc6j0J44_000715.jpg,roi_fallback,384,360
JM7Vc6j0J44,436.4,JM7Vc6j0J44_000716.jpg,JM7Vc6j0J44_000716.jpg,roi_fallback,384,360
JM7Vc6j0J44,438.6,JM7Vc6j0J44_000719.jpg,JM7Vc6j0J44_000719.jpg,roi_fallback,384,360
JM7Vc6j0J44,443.2,JM7Vc6j0J44_000723.jpg,JM7Vc6j0J44_000723.jpg,roi_fallback,384,360
JM7Vc6j0J44,449.2,JM7Vc6j0J44_000729.jpg,JM7Vc6j0J44_000729.jpg,roi_fallback,384,360
JM7Vc6j0J44,461.2,JM7Vc6j0J44_000741.jpg,JM7Vc6j0J44_000741.jpg,roi_fallback,384,360
JM7Vc6j0J44,467.2,JM7Vc6j0J44_000747.jpg,JM7Vc6j0J44_000747.jpg,roi_fallback,384,360
JM7Vc6j0J44,473.2,JM7Vc6j0J44_000753.jpg,JM7Vc6j0J44_000753.jpg,roi_fallback,384,360
JM7Vc6j0J44,477.2,JM7Vc6j0J44_000757.jpg,JM7Vc6j0J44_000757.jpg,roi_fallback,384,360
JM7Vc6j0J44,479.6,JM7Vc6j0J44_000800.jpg,JM7Vc6j0J44_000800.jpg,roi_fallback,384,360
JM7Vc6j0J44,487.8,JM7Vc6j0J44_000808.jpg,JM7Vc6j0J44_000808.jpg,roi_fallback,384,360
