video_id,t_sec,hhmmss,path,mean_diff,n_frames
hn8oAKzoptM,1.0,000001,hn8oAKzoptM_000001_start.jpg,0.0,1
hn8oAKzoptM,9.6,000010,hn8oAKzoptM_000010.jpg,1.244,2
hn8oAKzoptM,11.8,000012,hn8oAKzoptM_000012.jpg,0.0,2
hn8oAKzoptM,12.8,000013,hn8oAKzoptM_000013.jpg,2.604,2
hn8oAKzoptM,18.8,000019,hn8oAKzoptM_000019.jpg,0.72,2
hn8oAKzoptM,24.8,000025,hn8oAKzoptM_000025.jpg,1.964,2
hn8oAKzoptM,30.8,000031,hn8oAKzoptM_000031.jpg,1.191,2
hn8oAKzoptM,36.8,000037,hn8oAKzoptM_000037.jpg,2.743,2
hn8oAKzoptM,42.8,000043,hn8oAKzoptM_000043.jpg,2.928,2
hn8oAKzoptM,48.8,000049,hn8oAKzoptM_000049.jpg,3.082,2
hn8oAKzoptM,50.4,000050,hn8oAKzoptM_000050.jpg,2.724,2
hn8oAKzoptM,55.0,000055,hn8oAKzoptM_000055.jpg,3.95,2
hn8oAKzoptM,60.8,000101,hn8oAKzoptM_000101.jpg,2.283,2
hn8oAKzoptM,66.8,000107,hn8oAKzoptM_000107.jpg,3.306,2
hn8oAKzoptM,72.8,000113,hn8oAKzoptM_000113.jpg,2.037,2
hn8oAKzoptM,75.4,000115,hn8oAKzoptM_000115.jpg,2.548,2
hn8oAKzoptM,78.8,000119,hn8oAKzoptM_000119.jpg,0.437,2
hn8oAKzoptM,84.8,000125,hn8oAKzoptM_000125.jpg,2.05,2
hn8oAKzoptM,90.8,000131,hn8oAKzoptM_000131.jpg,0.757,2
hn8oAKzoptM,96.8,000137,hn8oAKzoptM_000137.jpg,2.505,2
hn8oAKzoptM,100.4,000140,hn8oAKzoptM_000140.jpg,2.45,2
hn8oAKzoptM,102.8,000143,hn8oAKzoptM_000143.jpg,2.939,2
hn8oAKzoptM,105.4,000145,hn8oAKzoptM_000145.jpg,2.965,2
hn8oAKzoptM,108.8,000149,hn8oAKzoptM_000149.jpg,3.272,2
hn8oAKzoptM,110.4,000150,hn8oAKzoptM_000150.jpg,2.862,2
hn8oAKzoptM,114.8,000155,hn8oAKzoptM_000155.jpg,0.652,2
hn8oAKzoptM,120.8,000201,hn8oAKzoptM_000201.jpg,2.278,2
hn8oAKzoptM,125.4,000205,hn8oAKzoptM_000205.jpg,2.58,2
hn8oAKzoptM,126.8,000207,hn8oAKzoptM_000207.jpg,1.409,2
hn8oAKzoptM,134.2,000214,hn8oAKzoptM_000214.jpg,3.517,2
hn8oAKzoptM,135.4,000215,hn8oAKzoptM_000215.jpg,2.606,2
hn8oAKzoptM,138.8,000219,hn8oAKzoptM_000219.jpg,1.671,2
hn8oAKzoptM,144.8,000225,hn8oAKzoptM_000225.jpg,1.925,2
hn8oAKzoptM,149.0,000229,hn8oAKzoptM_000229.jpg,3.501,2
hn8oAKzoptM,150.8,000231,hn8oAKzoptM_000231.jpg,3.532,2
hn8oAKzoptM,155.4,000235,hn8oAKzoptM_000235.jpg,2.418,2
hn8oAKzoptM,156.8,000237,hn8oAKzoptM_000237.jpg,2.458,2
hn8oAKzoptM,162.8,000243,hn8oAKzoptM_000243.jpg,0.39,2
hn8oAKzoptM,169.0,000249,hn8oAKzoptM_000249.jpg,3.803,2
hn8oAKzoptM,170.4,000250,hn8oAKzoptM_000250.jpg,2.819,2
hn8oAKzoptM,176.4,000256,hn8oAKzoptM_000256.jpg,3.106,2
hn8oAKzoptM,180.8,000301,hn8oAKzoptM_000301.jpg,0.833,2
hn8oAKzoptM,186.8,000307,hn8oAKzoptM_000307.jpg,2.195,2
hn8oAKzoptM,190.4,000310,hn8oAKzoptM_000310.jpg,2.978,2
hn8oAKzoptM,192.8,000313,hn8oAKzoptM_000313.jpg,1.012,2
hn8oAKzoptM,198.8,000319,hn8oAKzoptM_000319.jpg,0.688,2
hn8oAKzoptM,204.8,000325,hn8oAKzoptM_000325.jpg,1.903,2
hn8oAKzoptM,210.8,000331,hn8oAKzoptM_000331.jpg,1.935,2
hn8oAKzoptM,216.8,000337,hn8oAKzoptM_000337.jpg,0.857,2
hn8oAKzoptM,222.8,000343,hn8oAKzoptM_000343.jpg,2.193,2
hn8oAKzoptM,225.4,000345,hn8oAKzoptM_000345.jpg,1.675,2
hn8oAKzoptM,228.8,000349,hn8oAKzoptM_000349.jpg,2.001,2
hn8oAKzoptM,234.8,000355,hn8oAKzoptM_000355.jpg,2.477,2
hn8oAKzoptM,238.6,000359,hn8oAKzoptM_000359.jpg,3.89,2
hn8oAKzoptM,240.8,000401,hn8oAKzoptM_000401.jpg,2.113,2
hn8oAKzoptM,246.8,000407,hn8oAKzoptM_000407.jpg,2.033,2
hn8oAKzoptM,250.4,000410,hn8oAKzoptM_000410.jpg,2.335,2
hn8oAKzoptM,252.8,000413,hn8oAKzoptM_000413.jpg,1.219,2
hn8oAKzoptM,258.8,000419,hn8oAKzoptM_000419.jpg,2.349,2
hn8oAKzoptM,264.8,000425,hn8oAKzoptM_000425.jpg,1.119,2
hn8oAKzoptM,270.8,000431,hn8oAKzoptM_000431.jpg,1.343,2
hn8oAKzoptM,275.4,000435,hn8oAKzoptM_000435.jpg,2.838,2
hn8oAKzoptM,276.8,000437,hn8oAKzoptM_000437.jpg,3.993,2
hn8oAKzoptM,281.2,000441,hn8oAKzoptM_000441.jpg,3.882,2
hn8oAKzoptM,282.8,000443,hn8oAKzoptM_000443.jpg,0.542,2
hn8oAKzoptM,288.8,000449,hn8oAKzoptM_000449.jpg,1.17,2
hn8oAKzoptM,294.8,000455,hn8oAKzoptM_000455.jpg,3.027,2
hn8oAKzoptM,295.4,000455,hn8oAKzoptM_000455_1.jpg,2.558,2
hn8oAKzoptM,300.8,000501,hn8oAKzoptM_000501.jpg,2.089,2
hn8oAKzoptM,306.8,000507,hn8oAKzoptM_000507.jpg,1.855,2
hn8oAKzoptM,310.4,000510,hn8oAKzoptM_000510.jpg,2.413,2
hn8oAKzoptM,312.8,000513,hn8oAKzoptM_000513.jpg,1.56,2
hn8oAKzoptM,315.4,000515,hn8oAKzoptM_000515.jpg,2.77,2
hn8oAKzoptM,318.8,000519,hn8oAKzoptM_000519.jpg,1.236,2
hn8oAKzoptM,324.8,000525,hn8oAKzoptM_000525.jpg,3.057,2
hn8oAKzoptM,325.4,000525,hn8oAKzoptM_000525_1.jpg,3.156,2
hn8oAKzoptM,326.4,000526,hn8oAKzoptM_000526.jpg,3.271,2
hn8oAKzoptM,330.8,000531,hn8oAKzoptM_000531.jpg,1.099,2
hn8oAKzoptM,336.8,000537,hn8oAKzoptM_000537.jpg,1.044,2
hn8oAKzoptM,342.8,000543,hn8oAKzoptM_000543.jpg,1.01,2
hn8oAKzoptM,348.8,000549,hn8oAKzoptM_000549.jpg,1.095,2
hn8oAKzoptM,354.8,000555,hn8oAKzoptM_000555.jpg,0.562,2
hn8oAKzoptM,360.8,000601,hn8oAKzoptM_000601.jpg,2.474,2
hn8oAKzoptM,365.4,000605,hn8oAKzoptM_000605.jpg,3.18,2
hn8oAKzoptM,366.8,000607,hn8oAKzoptM_000607.jpg,0.316,2
hn8oAKzoptM,372.8,000613,hn8oAKzoptM_000613.jpg,2.927,2
hn8oAKzoptM,375.4,000615,hn8oAKzoptM_000615.jpg,3.271,2
hn8oAKzoptM,380.4,000620,hn8oAKzoptM_000620.jpg,2.743,2
hn8oAKzoptM,384.8,000625,hn8oAKzoptM_000625.jpg,2.032,2
hn8oAKzoptM,390.8,000631,hn8oAKzoptM_000631.jpg,1.256,2
hn8oAKzoptM,395.4,000635,hn8oAKzoptM_000635.jpg,3.146,2
hn8oAKzoptM,396.8,000637,hn8oAKzoptM_000637.jpg,2.455,2
hn8oAKzoptM,402.8,000643,hn8oAKzoptM_000643.jpg,0.867,2
hn8oAKzoptM,408.8,000649,hn8oAKzoptM_000649.jpg,2.35,2
hn8oAKzoptM,414.8,000655,hn8oAKzoptM_000655.jpg,1.745,2
hn8oAKzoptM,420.8,000701,hn8oAKzoptM_000701.jpg,1.549,2
hn8oAKzoptM,425.4,000705,hn8oAKzoptM_000705.jpg,1.58,2
hn8oAKzoptM,427.0,000707,hn8oAKzoptM_000707.jpg,3.404,2
hn8oAKzoptM,430.4,000710,hn8oAKzoptM_000710.jpg,2.735,2
hn8oAKzoptM,431.8,000712,hn8oAKzoptM_000712.jpg,0.512,2
