canonical_id,canonical_name_ko,raw_name,volume_ml,non_unit,price_krw,market,channel,branch,date,source_family,source_file,status,exclude_reason
w001,글렌리벳 12년,글렌리벳 12년,,False,60900,KR-DS,트레이더스,,2026-08-10,dailyshot,2026-08_dailyshot.csv,matched,
w001,글렌리벳 12년,글렌리벳 12년 1L,1000,False,69800,KR,트레이더스,,2026-04-13,youtube_martweb,2026-04.csv,matched,
w001,글렌리벳 12년,글렌리벳 12년 1L,1000,False,69800,KR,트레이더스,,2026-04-19,youtube_martweb,2026-04.csv,matched,
w001,글렌리벳 12년,글렌리벳 12년 1L,1000,False,69800,KR,트레이더스,동탄점,2026-04-07,youtube_ocr,2026-04_youtube_ocr.csv,matched,
w002,글렌리벳 15년,글렌리벳 15년,,False,89000,KR-DS,코스트코 / 트레이더스,,2026-08-10,dailyshot,2026-08_dailyshot.csv,matched,
w002,글렌리벳 15년,글렌리벳 15년,,False,94800,KR,트레이더스,,2026-04-13,youtube_martweb,2026-04.csv,matched,
w002,글렌리벳 15년,글렌리벳 15년 700ml,700,False,94800,KR,트레이더스,,2026-04-19,youtube_martweb,2026-04.csv,matched,
w002,글렌리벳 15년,글렌리벳 15년 700ml,700,False,94800,KR,트레이더스,,2026-04-01,youtube_martweb,2026-04.csv,matched,
w002,글렌리벳 15년,글렌리벳 15년 700ml,700,False,94800,KR,트레이더스,,2026-05-27,youtube_martweb,2026-05.csv,matched,
w002,글렌리벳 15년,글렌리벳 15년 700ml,700,False,94800,KR,트레이더스,,2026-05-19,youtube_martweb,2026-05.csv,matched,
w002,글렌리벳 15년,글렌리벳 15년 700ml,700,False,94800,KR,트레이더스,,2026-05-13,youtube_martweb,2026-05.csv,matched,
w002,글렌리벳 15년,글렌리벳 15년 700ml,700,False,94800,KR,트레이더스,,2026-05-04,youtube_martweb,2026-05.csv,matched,
w002,글렌리벳 15년,글랜립의 15년,,False,94800,KR,트레이더스,,2026-06-01,youtube_martweb,2026-06.csv,matched,
w002,글렌리벳 15년,글렌리벳 15년 700ml,700,False,94800,KR,트레이더스,동탄점,2026-04-07,youtube_ocr,2026-04_youtube_ocr.csv,matched,
w002,글렌리벳 15년,글렌리벳 15년 700ml,700,False,94800,KR,트레이더스,동탄점,2026-05-20,youtube_ocr,2026-05_youtube_ocr.csv,matched,
w002,글렌리벳 15년,글렌리벳 15년 700ml,700,False,94800,KR,트레이더스,동탄점,2026-06-16,youtube_ocr,2026-06_youtube_ocr.csv,matched,
w002,글렌리벳 15년,글렌리벳 15년 700ml,700,False,94800,KR,트레이더스,동탄점,2026-06-01,youtube_ocr,2026-06_youtube_ocr.csv,matched,
w002,글렌리벳 15년,글렌리벳 15년 700ml,700,False,94800,KR,트레이더스,,2026-06-30,youtube_ocr,2026-06_youtube_ocr.csv,matched,
w002,글렌리벳 15년,더 글렌리벳 15년,700,False,94800,KR,트레이더스,,2026-05-27,youtube_martweb,2026-05_whiskeypick_traders_guwol.csv,matched,
w002,글렌리벳 15년,더 글렌리벳 15년,,False,95900,KR,코스트코,,2026-05-30,youtube_martweb,2026-05.csv,matched,
w002,글렌리벳 15년,글렌리벳 15년 700ml,700,False,99800,KR,롯데마트,,2026-04-23,youtube_martweb,2026-04.csv,matched,
w002,글렌리벳 15년,더 글렌리벳 15년 싱글몰트 위스키,,False,106900,KR,코스트코,,2026-05-30,youtube_martweb,2026-05.csv,matched,
w002,글렌리벳 15년,더 글렌리벳 15년 싱글몰트 위스키,,False,106900,KR,코스트코,,2026-06-01,youtube_martweb,2026-06.csv,matched,
w002,글렌리벳 15년,더 글렌리벳 15년 싱글몰트 위스키,,False,106900,KR,코스트코,,2026-06-20,youtube_martweb,2026-06.csv,matched,
w002,글렌리벳 15년,더 글렌리벳 15년 싱글몰트 위스키,,False,106900,KR,코스트코,,2026-06-21,youtube_martweb,2026-06.csv,matched,
w002,글렌리벳 15년,더 글렌리벳 15년 싱글몰트 위스키,,False,106900,KR,코스트코,,2026-06-22,youtube_martweb,2026-06.csv,matched,
w002,글렌리벳 15년,더 글렌리벳 15년 싱글몰트 위스키,,False,106900,KR,코스트코,,2026-06-29,youtube_martweb,2026-06.csv,matched,
w002,글렌리벳 15년,더 글렌리벳 15년 싱글몰트 위스키,,False,106900,KR,코스트코,,2026-06-30,youtube_martweb,2026-06.csv,matched,
w002,글렌리벳 15년,더 글렌리벳 15년 싱글몰트 위스키,,False,106900,KR,코스트코,,2026-07-06,youtube_martweb,2026-07.csv,matched,
w002,글렌리벳 15년,더 글렌리벳 15년 싱글몰트 위스키,,False,106900,KR,코스트코,,2026-07-13,youtube_martweb,2026-07.csv,matched,
w002,글렌리벳 15년,더 글렌리벳 15년 싱글몰트 위스키,,False,106900,KR,코스트코,,2026-07-20,youtube_martweb,2026-07.csv,matched,
w002,글렌리벳 15년,더 글렌리벳 15년 싱글몰트 위스키,,False,106900,KR,코스트코,,2026-07-27,youtube_martweb,2026-07.csv,matched,
w002,글렌리벳 15년,더 글렌리벳 15년 싱글몰트 위스키,,False,106900,KR,코스트코,,2026-08-03,youtube_martweb,2026-08.csv,matched,
w002,글렌리벳 15년,더 글렌리벳 15년 싱글몰트 위스키,,False,106900,KR,코스트코,,2026-08-10,youtube_martweb,2026-08.csv,matched,
w003,글렌리벳 17년 스몰배치,글렌리벳 17년 스몰 배치 2 700ml,700,False,229800,KR,트레이더스,,2026-05-27,youtube_martweb,2026-05.csv,matched,
w003,글렌리벳 17년 스몰배치,글렌리벳 17년 스몰 배치 2 700ml,700,False,229800,KR,트레이더스,,2026-05-19,youtube_martweb,2026-05.csv,matched,
w003,글렌리벳 17년 스몰배치,글랜립의 17년 스몰 배치 2,,False,229800,KR,트레이더스,,2026-06-01,youtube_martweb,2026-06.csv,matched,
w003,글렌리벳 17년 스몰배치,글렌리벳 17년 스몰배치,,False,229800,KR,트레이더스,동탄점,2026-06-01,youtube_ocr,2026-06_youtube_ocr.csv,matched,
w003,글렌리벳 17년 스몰배치,글렌리벳 17년 스몰배치,,False,229800,KR,트레이더스,동탄점,2026-06-16,youtube_ocr,2026-06_youtube_ocr.csv,matched,
w003,글렌리벳 17년 스몰배치,글렌리벳 17년 스몰배치,,False,229800,KR,트레이더스,동탄점,2026-06-09,youtube_ocr,2026-06_youtube_ocr.csv,matched,
w003,글렌리벳 17년 스몰배치,더 글렌리벳 17년 스몰 배치 2,700,False,229800,KR,트레이더스,,2026-05-27,youtube_martweb,2026-05_whiskeypick_traders_guwol.csv,matched,
w003,글렌리벳 17년 스몰배치,글렌리벳 17년 스몰배치,,False,255000,KR-DS,트레이더스,,2026-08-10,dailyshot,2026-08_dailyshot.csv,matched,
w004,글렌리벳 19년 스몰배치,더 글렌리벳 19년,,False,339400,KR,트레이더스,,2026-06-30,youtube_ocr,2026-06_youtube_ocr.csv,matched,
w004,글렌리벳 19년 스몰배치,글렌리벳 19년 스몰 배치 2 700ml,700,False,349800,KR,트레이더스,,2026-05-27,youtube_martweb,2026-05.csv,matched,
w004,글렌리벳 19년 스몰배치,글렌리벳 19년 스몰 배치 2 700ml,700,False,349800,KR,트레이더스,,2026-05-19,youtube_martweb,2026-05.csv,matched,
w004,글렌리벳 19년 스몰배치,글랜립의 19년 스몰 배치,,False,349800,KR,트레이더스,,2026-06-01,youtube_martweb,2026-06.csv,matched,
w004,글렌리벳 19년 스몰배치,더 글렌리벳 19년,,False,349800,KR,트레이더스,,2026-05-26,youtube_ocr,2026-05_youtube_ocr.csv,matched,
w004,글렌리벳 19년 스몰배치,더 글렌리벳 19년,,False,349800,KR,트레이더스,,2026-05-11,youtube_ocr,2026-05_youtube_ocr.csv,matched,
w004,글렌리벳 19년 스몰배치,글렌리벳 19년 스몰배치,,False,349800,KR,트레이더스,동탄점,2026-06-01,youtube_ocr,2026-06_youtube_ocr.csv,matched,
w004,글렌리벳 19년 스몰배치,글렌리벳 19년 스몰배치,,False,349800,KR,트레이더스,동탄점,2026-06-16,youtube_ocr,2026-06_youtube_ocr.csv,matched,
w004,글렌리벳 19년 스몰배치,더 글렌리벳 19년 스몰 배치 2,700,False,349800,KR,트레이더스,,2026-05-27,youtube_martweb,2026-05_whiskeypick_traders_guwol.csv,matched,
w004,글렌리벳 19년 스몰배치,글렌리벳 19년 스몰배치,,False,380000,KR-DS,트레이더스,,2026-08-10,dailyshot,2026-08_dailyshot.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년 700ml,700,False,69800,KR,트레이더스,,2026-05-27,youtube_martweb,2026-05.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년 700ml,700,False,69800,KR,트레이더스,,2026-05-19,youtube_martweb,2026-05.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년 700ml,700,False,69800,KR,트레이더스,,2026-05-13,youtube_martweb,2026-05.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년 700ml,700,False,69800,KR,트레이더스,,2026-05-04,youtube_martweb,2026-05.csv,matched,
w005,글렌피딕 12년,글랜피딕 12년,,False,69800,KR,트레이더스,,2026-06-01,youtube_martweb,2026-06.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년,,False,69800,KR,트레이더스,,2026-05-04,youtube_ocr,2026-05_youtube_ocr.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년 700ml,700,False,69800,KR,트레이더스,,2026-05-04,youtube_ocr,2026-05_youtube_ocr.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년 700ml,700,False,69800,KR,트레이더스,동탄점,2026-06-16,youtube_ocr,2026-06_youtube_ocr.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년 700ml,700,False,69800,KR,트레이더스,동탄점,2026-06-01,youtube_ocr,2026-06_youtube_ocr.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년 700ml,700,False,69800,KR,트레이더스,동탄점,2026-06-09,youtube_ocr,2026-06_youtube_ocr.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년 700ml,700,False,69800,KR,트레이더스,,2026-06-22,youtube_ocr,2026-06_youtube_ocr.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년 700ml,700,False,69800,KR,트레이더스,,2026-06-30,youtube_ocr,2026-06_youtube_ocr.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년,700,False,69800,KR,트레이더스,,2026-05-27,youtube_martweb,2026-05_whiskeypick_traders_guwol.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년,700,False,72000,KR-DS,트레이더스,,2026-08-10,dailyshot,2026-08_dailyshot.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년 700ml,700,False,84800,KR,트레이더스,,2026-03(추정),youtube_martweb,2026-03.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년,,False,84800,KR,트레이더스,,2026-04-13,youtube_martweb,2026-04.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년 700ml,700,False,84800,KR,트레이더스,,2026-04-19,youtube_martweb,2026-04.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년 700ml,700,False,84800,KR,트레이더스,,2026-04-14,youtube_martweb,2026-04.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년 700ml,700,False,84800,KR,트레이더스,,2026-04-01,youtube_martweb,2026-04.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년 700ml,700,False,84800,KR,트레이더스,,2026-06-01,youtube_martweb,2026-06.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년 700ml,700,False,84800,KR,트레이더스,동탄점,2026-04-07,youtube_ocr,2026-04_youtube_ocr.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년 700ml,700,False,103600,KR,롯데마트,,2026-04-23,youtube_martweb,2026-04.csv,matched,
w005,글렌피딕 12년,"Glenfiddich - 12y, 40%",,False,149227,HK,Caskells(Shopify products.json),,2026-08-10,overseas,2026-08_hk_whisky_poc.csv,matched,
w006,글렌피딕 14년 버번배럴,글렌피딕 14년 버번배럴 700ml,700,False,89800,KR,트레이더스,동탄점,2026-06-16,youtube_ocr,2026-06_youtube_ocr.csv,matched,
w006,글렌피딕 14년 버번배럴,글렌피딕 14년,,False,99800,KR,트레이더스,,2026-04-13,youtube_martweb,2026-04.csv,matched,
w006,글렌피딕 14년 버번배럴,글렌피딕 14년 버번 캐스크 700ml,700,False,99800,KR,트레이더스,,2026-04-19,youtube_martweb,2026-04.csv,matched,
w006,글렌피딕 14년 버번배럴,글렌피딕 14년 버번 캐스크 700ml,700,False,99800,KR,트레이더스,,2026-04-14,youtube_martweb,2026-04.csv,matched,
w006,글렌피딕 14년 버번배럴,글렌피딕 14년 버번 캐스크 700ml,700,False,99800,KR,트레이더스,,2026-04-01,youtube_martweb,2026-04.csv,matched,
w006,글렌피딕 14년 버번배럴,글렌피딕 14년 버번 캐스크 700ml,700,False,99800,KR,트레이더스,,2026-05-27,youtube_martweb,2026-05.csv,matched,
w006,글렌피딕 14년 버번배럴,글렌피딕 14년 버번 캐스크 700ml,700,False,99800,KR,트레이더스,,2026-05-19,youtube_martweb,2026-05.csv,matched,
w006,글렌피딕 14년 버번배럴,글렌피딕 14년 버번 캐스크 700ml,700,False,99800,KR,트레이더스,,2026-05-13,youtube_martweb,2026-05.csv,matched,
w006,글렌피딕 14년 버번배럴,글렌피딕 14년 버번 캐스크 700ml,700,False,99800,KR,트레이더스,,2026-05-04,youtube_martweb,2026-05.csv,matched,
w006,글렌피딕 14년 버번배럴,글랜피딕 14년,,False,99800,KR,트레이더스,,2026-06-01,youtube_martweb,2026-06.csv,matched,
w006,글렌피딕 14년 버번배럴,글렌피딕 14년 버번배럴 700ml,700,False,99800,KR,트레이더스,동탄점,2026-04-07,youtube_ocr,2026-04_youtube_ocr.csv,matched,
w006,글렌피딕 14년 버번배럴,글렌피딕 14년 버번배럴 700ml,700,False,99800,KR,트레이더스,,2026-04-28,youtube_ocr,2026-04_youtube_ocr.csv,matched,
w006,글렌피딕 14년 버번배럴,글렌피딕 14년 버번배럴 700ml,700,False,99800,KR,트레이더스,,2026-04-20,youtube_ocr,2026-04_youtube_ocr.csv,matched,
w006,글렌피딕 14년 버번배럴,글렌피딕 14년 버번배럴 700ml,700,False,99800,KR,트레이더스,,2026-04-13,youtube_ocr,2026-04_youtube_ocr.csv,matched,
w006,글렌피딕 14년 버번배럴,글렌피딕 14년 버번배럴 700ml,700,False,99800,KR,트레이더스,,2026-05-26,youtube_ocr,2026-05_youtube_ocr.csv,matched,
w006,글렌피딕 14년 버번배럴,글렌피딕 14년 버번배럴,,False,99800,KR,트레이더스,,2026-05-11,youtube_ocr,2026-05_youtube_ocr.csv,matched,
w006,글렌피딕 14년 버번배럴,글렌피딕 14년 버번배럴 700ml,700,False,99800,KR,트레이더스,,2026-05-04,youtube_ocr,2026-05_youtube_ocr.csv,matched,
w006,글렌피딕 14년 버번배럴,글렌피딕 14년 버번배럴 700ml,700,False,99800,KR,트레이더스,동탄점,2026-06-01,youtube_ocr,2026-06_youtube_ocr.csv,matched,
w006,글렌피딕 14년 버번배럴,글렌피딕 14년 버번배럴 700ml,700,False,99800,KR,트레이더스,동탄점,2026-06-09,youtube_ocr,2026-06_youtube_ocr.csv,matched,
w006,글렌피딕 14년 버번배럴,글렌피딕 14년 버번배럴,,False,99800,KR,트레이더스,구월점,2026-06-08,youtube_ocr,2026-06_youtube_ocr.csv,matched,
w006,글렌피딕 14년 버번배럴,글렌피딕 14년 법원 캐스크,700,False,99800,KR,트레이더스,,2026-05-27,youtube_martweb,2026-05_whiskeypick_traders_guwol.csv,matched,
w006,글렌피딕 14년 버번배럴,글렌피딕 14년 버번배럴,,False,105000,KR-DS,트레이더스,,2026-08-10,dailyshot,2026-08_dailyshot.csv,matched,
w007,글렌피딕 15년,글렌피딕 15년 싱글 몰트 위스키 700ml,700,False,96900,KR,코스트코,,2026-03-24,youtube_martweb,2026-03.csv,matched,
w007,글렌피딕 15년,글렌피딕 15년 싱글트 위스키 700ml,700,False,96900,KR,코스트코,,2026-03-16,youtube_martweb,2026-03.csv,matched,
w007,글렌피딕 15년,글렌피딕 15년 700ml,700,False,96900,KR,코스트코,,2026-04-25,youtube_martweb,2026-04.csv,matched,
w007,글렌피딕 15년,글렌피딕 15년 700ml,700,False,96900,KR,코스트코,,2026-04-14,youtube_martweb,2026-04.csv,matched,
w007,글렌피딕 15년,글렌피딕 15년 700ml,700,False,96900,KR,코스트코,,2026-04-09,youtube_martweb,2026-04.csv,matched,
w007,글렌피딕 15년,글렌피딕 15년 700ml,700,False,96900,KR,코스트코,,2026-05-15,youtube_martweb,2026-05.csv,matched,
w007,글렌피딕 15년,글렌피딕 15년 싱글트 위스키 700ml,700,False,96900,KR,코스트코,,2026-05-05,youtube_martweb,2026-05.csv,matched,
w007,글렌피딕 15년,글렌피딕 15년 700ml,700,False,99800,KR,트레이더스,,2026-03(추정),youtube_martweb,2026-03.csv,matched,
w007,글렌피딕 15년,글렌피딕 15년 700ml,700,False,99800,KR,트레이더스,,2026-05-27,youtube_martweb,2026-05.csv,matched,
w007,글렌피딕 15년,글렌피딕 15년 700ml,700,False,99800,KR,트레이더스,,2026-05-19,youtube_martweb,2026-05.csv,matched,
w007,글렌피딕 15년,글렌피딕 15년 700ml,700,False,99800,KR,트레이더스,,2026-05-13,youtube_martweb,2026-05.csv,matched,
w007,글렌피딕 15년,글렌피딕 15년 700ml,700,False,99800,KR,트레이더스,,2026-05-04,youtube_martweb,2026-05.csv,matched,
