canonical_id,canonical_name_ko,raw_name,volume_ml,non_unit,price_krw,market,channel,date,source_family,source_file,status,exclude_reason
w001,글렌리벳 12년,글렌리벳 12년,,False,57000,KR-DS,트레이더스,2026-06-16,dailyshot,2026-06_dailyshot.csv,matched,
w001,글렌리벳 12년,글렌리벳 12년 1L,1000,False,69800,KR,트레이더스,2026-04-13,youtube_martweb,2026-04.csv,matched,
w001,글렌리벳 12년,글렌리벳 12년 1L,1000,False,69800,KR,트레이더스,2026-04-19,youtube_martweb,2026-04.csv,matched,
w001,글렌리벳 12년,ザ・グレンリベット12年 シングルモルトスコッチウイスキー [ ウイスキー イギリス 700ml ] [ギフトBox入り],700,False,113925,JP,酒庫住田屋(sumidaya)(Shopify products.json),2026-06-15,overseas,2026-06_jp_shopify_poc.csv,matched,
w001,글렌리벳 12년,【正規輸入品】ザ グレンリベット 12年 40% 700ml 箱付 スコッチ ウイスキー,700,False,129583,JP,SAKE People(Shopify products.json),2026-06-15,overseas,2026-06_jp_shopify_poc.csv,matched,
w001,글렌리벳 12년,Glenlivet 12 Year Old Double Oak,,False,140198,HK,TheRareMalt(Shopify products.json),2026-06-15,overseas,2026-06_hk_whisky_poc.csv,matched,
w001,글렌리벳 12년,【正規輸入品】 ザ グレンリベット 12年 40% 1000ml 箱付 シングルモルト スコッチ ウイスキー,1000,False,142406,JP,SAKE People(Shopify products.json),2026-06-15,overseas,2026-06_jp_shopify_poc.csv,matched,
w001,글렌리벳 12년,ザ グレンリベット 12年 1000ml,1000,False,164550,JP,酒類ドットコム(syurui)(Shopify products.json),2026-06-15,overseas,2026-06_jp_shopify_poc.csv,matched,
w002,글렌리벳 15년,글렌리벳 15년,,False,86000,KR-DS,트레이더스,2026-06-16,dailyshot,2026-06_dailyshot.csv,matched,
w002,글렌리벳 15년,더 글렌리벳 15년,,False,86000,KR-DS,코스트코,2026-06-16,dailyshot,2026-06_dailyshot.csv,matched,
w002,글렌리벳 15년,글렌리벳 15년,,False,94800,KR,트레이더스,2026-04-13,youtube_martweb,2026-04.csv,matched,
w002,글렌리벳 15년,글렌리벳 15년 700ml,700,False,94800,KR,트레이더스,2026-04-19,youtube_martweb,2026-04.csv,matched,
w002,글렌리벳 15년,글렌리벳 15년 700ml,700,False,94800,KR,트레이더스,2026-04-01,youtube_martweb,2026-04.csv,matched,
w002,글렌리벳 15년,글렌리벳 15년 700ml,700,False,94800,KR,트레이더스,2026-05-27,youtube_martweb,2026-05.csv,matched,
w002,글렌리벳 15년,글렌리벳 15년 700ml,700,False,94800,KR,트레이더스,2026-05-19,youtube_martweb,2026-05.csv,matched,
w002,글렌리벳 15년,글렌리벳 15년 700ml,700,False,94800,KR,트레이더스,2026-05-13,youtube_martweb,2026-05.csv,matched,
w002,글렌리벳 15년,글렌리벳 15년 700ml,700,False,94800,KR,트레이더스,2026-05-04,youtube_martweb,2026-05.csv,matched,
w002,글렌리벳 15년,글랜립의 15년,,False,94800,KR,트레이더스,2026-06-01,youtube_martweb,2026-06.csv,matched,
w002,글렌리벳 15년,더 글렌리벳 15년,700,False,94800,KR,트레이더스,2026-05-27,youtube_martweb,2026-05_whiskeypick_traders_guwol.csv,matched,
w002,글렌리벳 15년,더 글렌리벳 15년,,False,95900,KR,코스트코,2026-05-30,youtube_martweb,2026-05.csv,matched,
w002,글렌리벳 15년,글렌리벳 15년 700ml,700,False,99800,KR,롯데마트,2026-04-23,youtube_martweb,2026-04.csv,matched,
w002,글렌리벳 15년,더 글렌리벳 15년 싱글몰트 위스키,,False,106900,KR,코스트코,2026-05-30,youtube_martweb,2026-05.csv,matched,
w002,글렌리벳 15년,더 글렌리벳 15년 싱글몰트 위스키,,False,106900,KR,코스트코,2026-06-01,youtube_martweb,2026-06.csv,matched,
w002,글렌리벳 15년,【正規輸入品】 ザ グレンリベット 15年 フレンチ オーク リザーブ 40% 700ml 箱付 シングルモルト スコッチ ウイスキー,700,False,216430,JP,SAKE People(Shopify products.json),2026-06-15,overseas,2026-06_jp_shopify_poc.csv,matched,
w002,글렌리벳 15년,ザ グレンリベット フレンチオーク リザーヴ 15年,,False,223521,JP,酒類ドットコム(syurui)(Shopify products.json),2026-06-15,overseas,2026-06_jp_shopify_poc.csv,matched,
w002,글렌리벳 15년,Glenlivet 15 Years Old French Oak Reserve Single Malt Scotch Whisky,,False,243286,HK,Mizunara(Shopify products.json),2026-06-15,overseas,2026-06_hk_whisky_poc.csv,matched,
w003,글렌리벳 17년 스몰배치,글렌리벳 17년 스몰 배치 2 700ml,700,False,229800,KR,트레이더스,2026-05-27,youtube_martweb,2026-05.csv,matched,
w003,글렌리벳 17년 스몰배치,글렌리벳 17년 스몰 배치 2 700ml,700,False,229800,KR,트레이더스,2026-05-19,youtube_martweb,2026-05.csv,matched,
w003,글렌리벳 17년 스몰배치,글랜립의 17년 스몰 배치 2,,False,229800,KR,트레이더스,2026-06-01,youtube_martweb,2026-06.csv,matched,
w003,글렌리벳 17년 스몰배치,더 글렌리벳 17년 스몰 배치 2,700,False,229800,KR,트레이더스,2026-05-27,youtube_martweb,2026-05_whiskeypick_traders_guwol.csv,matched,
w004,글렌리벳 19년 스몰배치,글렌리벳 19년 스몰 배치 2 700ml,700,False,349800,KR,트레이더스,2026-05-27,youtube_martweb,2026-05.csv,matched,
w004,글렌리벳 19년 스몰배치,글렌리벳 19년 스몰 배치 2 700ml,700,False,349800,KR,트레이더스,2026-05-19,youtube_martweb,2026-05.csv,matched,
w004,글렌리벳 19년 스몰배치,글랜립의 19년 스몰 배치,,False,349800,KR,트레이더스,2026-06-01,youtube_martweb,2026-06.csv,matched,
w004,글렌리벳 19년 스몰배치,더 글렌리벳 19년 스몰 배치 2,700,False,349800,KR,트레이더스,2026-05-27,youtube_martweb,2026-05_whiskeypick_traders_guwol.csv,matched,
w004,글렌리벳 19년 스몰배치,글렌리벳 19년 스몰 배치 2,,False,420000,KR-DS,트레이더스,2026-06-16,dailyshot,2026-06_dailyshot.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년,700,False,59000,KR-DS,트레이더스,2026-06-16,dailyshot,2026-06_dailyshot.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년 700ml,700,False,69800,KR,트레이더스,2026-05-27,youtube_martweb,2026-05.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년 700ml,700,False,69800,KR,트레이더스,2026-05-19,youtube_martweb,2026-05.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년 700ml,700,False,69800,KR,트레이더스,2026-05-13,youtube_martweb,2026-05.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년 700ml,700,False,69800,KR,트레이더스,2026-05-04,youtube_martweb,2026-05.csv,matched,
w005,글렌피딕 12년,글랜피딕 12년,,False,69800,KR,트레이더스,2026-06-01,youtube_martweb,2026-06.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년,700,False,69800,KR,트레이더스,2026-05-27,youtube_martweb,2026-05_whiskeypick_traders_guwol.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년 700ml,700,False,84800,KR,트레이더스,2026-03(추정),youtube_martweb,2026-03.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년,,False,84800,KR,트레이더스,2026-04-13,youtube_martweb,2026-04.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년 700ml,700,False,84800,KR,트레이더스,2026-04-19,youtube_martweb,2026-04.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년 700ml,700,False,84800,KR,트레이더스,2026-04-14,youtube_martweb,2026-04.csv,matched,
