canonical_id,canonical_name_ko,raw_name,volume_ml,non_unit,price_krw,market,channel,branch,date,source_family,source_file,status,exclude_reason
w007,글렌피딕 15년,글렌피딕 15년 700ml,700,False,99800,KR,트레이더스,,2026-03(추정),youtube_martweb,2026-03.csv,matched,
w005,글렌피딕 12년,글렌피딕 12년 700ml,700,False,84800,KR,트레이더스,,2026-03(추정),youtube_martweb,2026-03.csv,matched,
w008,발베니 12년 더블우드,발베니 12년 더블우드,,False,96800,KR,트레이더스,,2026-03(추정),youtube_martweb,2026-03.csv,matched,
w061,제임슨,제임슨 아이리시 위스키 700ml,700,False,26690,KR,코스트코,,2026-03-01,youtube_martweb,2026-03.csv,matched,
w026,로얄 브라클라 12년,로얄 브라클라 12년 700ml,700,False,82900,KR,코스트코,,2026-03-01,youtube_martweb,2026-03.csv,matched,
w053,조니워커 블루라벨,조니워커 블루 700ml,700,False,256900,KR,코스트코,,2026-03-24,youtube_martweb,2026-03.csv,matched,
w047,발렌타인 21년,발렌타인 21년 700ml,700,False,186900,KR,코스트코,,2026-03-24,youtube_martweb,2026-03.csv,matched,
w090,발렌타인 17년,발렌타인 17년 700ml,700,False,118900,KR,코스트코,,2026-03-24,youtube_martweb,2026-03.csv,matched,
w007,글렌피딕 15년,글렌피딕 15년 싱글 몰트 위스키 700ml,700,False,96900,KR,코스트코,,2026-03-24,youtube_martweb,2026-03.csv,matched,
w020,글렌모렌지 12년,글렌모렌지 D 오리지널 12년 700ml,700,False,79900,KR,코스트코,,2026-03-24,youtube_martweb,2026-03.csv,matched,
w026,로얄 브라클라 12년,로얄 브라클라 12년 700ml,700,False,82900,KR,코스트코,,2026-03-24,youtube_martweb,2026-03.csv,matched,
w012,맥캘란 12년 더블캐스크,맥캘란 12년 더블 캐스크 싱글 모트 위스키 700ml,700,False,96900,KR,코스트코,,2026-03-24,youtube_martweb,2026-03.csv,matched,
w146,달모어 12년 셰리캐스크,달모어 12년 쉐리케스크 싱글 모트 위스키 700ml,700,False,144900,KR,코스트코,,2026-03-24,youtube_martweb,2026-03.csv,matched,
w041,몽키숄더,몽키 숄더 700ml,700,False,49790,KR,코스트코,,2026-03-24,youtube_martweb,2026-03.csv,matched,
w042,조니워커 그린라벨 15년,조니워커 그린 700ml,700,False,66900,KR,코스트코,,2026-03-24,youtube_martweb,2026-03.csv,matched,
w009,발베니 14년 캐리비안 캐스크,발베니 14년 캐리비안 캐스크 700ml,700,False,134900,KR,코스트코,,2026-03-24,youtube_martweb,2026-03.csv,matched,
w008,발베니 12년 더블우드,발베니 12년 더블로드 700ml,700,False,94900,KR,코스트코,,2026-03-24,youtube_martweb,2026-03.csv,matched,
w067,잭다니엘 애플,잭다니엘 애플 1L,1000,False,44690,KR,코스트코,,2026-03-24,youtube_martweb,2026-03.csv,matched,
w072,우드포드 리저브,우드포드 리저브 1L,1000,False,79900,KR,코스트코,,2026-03-24,youtube_martweb,2026-03.csv,matched,
w083,산토리 가쿠빈,가쿠빈 700ml,700,False,27690,KR,코스트코,,2026-03-24,youtube_martweb,2026-03.csv,matched,
w061,제임슨,제임스 나이시 위스키 700ml,700,False,26690,KR,코스트코,,2026-03-24,youtube_martweb,2026-03.csv,matched,
w065,짐빔 화이트,진빔 법원이스키 1L,1000,False,35390,KR,코스트코,,2026-03-24,youtube_martweb,2026-03.csv,matched,
w047,발렌타인 21년,발렌타인 21년 700ml,700,False,186900,KR,코스트코,,2026-03-16,youtube_martweb,2026-03.csv,matched,
w090,발렌타인 17년,발렌타인 17년 700ml,700,False,118900,KR,코스트코,,2026-03-16,youtube_martweb,2026-03.csv,matched,
w012,맥캘란 12년 더블캐스크,맥캘란 12년 더블 캐스크 700ml,700,False,96900,KR,코스트코,,2026-03-16,youtube_martweb,2026-03.csv,matched,
w146,달모어 12년 셰리캐스크,달모어 12년 쉐리케스크 싱글 몰트 위스키 700ml,700,False,144900,KR,코스트코,,2026-03-16,youtube_martweb,2026-03.csv,matched,
w041,몽키숄더,몽키 숄더 700ml,700,False,49790,KR,코스트코,,2026-03-16,youtube_martweb,2026-03.csv,matched,
w091,잭다니엘 허니,잭다니엘 허니 1L,1000,False,57900,KR,코스트코,,2026-03-16,youtube_martweb,2026-03.csv,matched,
w072,우드포드 리저브,우드포드 리저브 1L,1000,False,79900,KR,코스트코,,2026-03-16,youtube_martweb,2026-03.csv,matched,
w112,커클랜드 바틀드 인 본드 버번,커클랜드 시그니처 바틀 인본드 버뉴스키 1L,1000,False,62900,KR,코스트코,,2026-03-16,youtube_martweb,2026-03.csv,matched,
,,커클랜드 시그니처 런던 드라이진,,False,28990,KR,코스트코,,2026-03-16,youtube_martweb,2026-03.csv,excluded,gin
w061,제임슨,제임슨 아이리시 위스키 700ml,700,False,26690,KR,코스트코,,2026-03-16,youtube_martweb,2026-03.csv,matched,
w065,짐빔 화이트,진빈 법원 유스키 1L,1000,False,25390,KR,코스트코,,2026-03-16,youtube_martweb,2026-03.csv,matched,
w083,산토리 가쿠빈,가쿠빈 700ml,700,False,32590,KR,코스트코,,2026-03-16,youtube_martweb,2026-03.csv,matched,
w009,발베니 14년 캐리비안 캐스크,발베니 14년 캐리비안 캐스크 700ml,700,False,134900,KR,코스트코,,2026-03-16,youtube_martweb,2026-03.csv,matched,
w008,발베니 12년 더블우드,발베니 12년 싱글트 위스키 700ml,700,False,94900,KR,코스트코,,2026-03-16,youtube_martweb,2026-03.csv,matched,
w007,글렌피딕 15년,글렌피딕 15년 싱글트 위스키 700ml,700,False,96900,KR,코스트코,,2026-03-16,youtube_martweb,2026-03.csv,matched,
w020,글렌모렌지 12년,글램 모렌지 D 오리지널 12년 700ml,700,False,79900,KR,코스트코,,2026-03-16,youtube_martweb,2026-03.csv,matched,
w026,로얄 브라클라 12년,브라클라 12년 700ml,700,False,82900,KR,코스트코,,2026-03-16,youtube_martweb,2026-03.csv,matched,
