video_id,t_sec,hhmmss,path,mean_diff,n_frames
mOQYp7EJ8GE,1.8,000002,mOQYp7EJ8GE_000002_1.jpg,1.839,18
mOQYp7EJ8GE,12.0,000012,mOQYp7EJ8GE_000012_1.jpg,1.469,71
mOQYp7EJ8GE,21.8,000022,mOQYp7EJ8GE_000022_1.jpg,0.318,22
mOQYp7EJ8GE,29.4,000029,mOQYp7EJ8GE_000029_1.jpg,0.231,18
mOQYp7EJ8GE,35.2,000035,mOQYp7EJ8GE_000035_1.jpg,0.29,10
mOQYp7EJ8GE,43.2,000043,mOQYp7EJ8GE_000043_1.jpg,0.235,26
mOQYp7EJ8GE,50.4,000050,mOQYp7EJ8GE_000050_1.jpg,0.159,22
mOQYp7EJ8GE,57.0,000057,mOQYp7EJ8GE_000057_1.jpg,0.203,20
mOQYp7EJ8GE,63.8,000104,mOQYp7EJ8GE_000104_1.jpg,0.318,20
mOQYp7EJ8GE,70.0,000110,mOQYp7EJ8GE_000110_1.jpg,0.332,16
mOQYp7EJ8GE,77.2,000117,mOQYp7EJ8GE_000117_1.jpg,0.233,23
mOQYp7EJ8GE,84.0,000124,mOQYp7EJ8GE_000124_1.jpg,0.215,14
mOQYp7EJ8GE,91.2,000131,mOQYp7EJ8GE_000131_1.jpg,0.357,24
mOQYp7EJ8GE,98.0,000138,mOQYp7EJ8GE_000138_1.jpg,0.256,14
mOQYp7EJ8GE,104.6,000145,mOQYp7EJ8GE_000145_1.jpg,0.225,22
mOQYp7EJ8GE,112.6,000153,mOQYp7EJ8GE_000153_1.jpg,0.092,23
mOQYp7EJ8GE,117.2,000157,mOQYp7EJ8GE_000157_1.jpg,2.396,2
mOQYp7EJ8GE,120.2,000200,mOQYp7EJ8GE_000200_1.jpg,0.125,27
mOQYp7EJ8GE,123.6,000204,mOQYp7EJ8GE_000204_1.jpg,0.319,5
mOQYp7EJ8GE,126.4,000206,mOQYp7EJ8GE_000206_1.jpg,0.385,12
mOQYp7EJ8GE,128.0,000208,mOQYp7EJ8GE_000208_1.jpg,2.253,2
mOQYp7EJ8GE,132.2,000212,mOQYp7EJ8GE_000212_1.jpg,0.357,9
mOQYp7EJ8GE,138.2,000218,mOQYp7EJ8GE_000218_1.jpg,0.271,17
mOQYp7EJ8GE,144.0,000224,mOQYp7EJ8GE_000224_1.jpg,0.269,12
mOQYp7EJ8GE,150.6,000231,mOQYp7EJ8GE_000231_1.jpg,0.243,27
mOQYp7EJ8GE,157.2,000237,mOQYp7EJ8GE_000237_1.jpg,0.368,9
mOQYp7EJ8GE,164.4,000244,mOQYp7EJ8GE_000244_1.jpg,0.266,23
mOQYp7EJ8GE,172.0,000252,mOQYp7EJ8GE_000252_1.jpg,0.12,20
mOQYp7EJ8GE,179.4,000259,mOQYp7EJ8GE_000259_1.jpg,0.175,20
mOQYp7EJ8GE,181.6,000302,mOQYp7EJ8GE_000302_1.jpg,2.137,2
mOQYp7EJ8GE,185.2,000305,mOQYp7EJ8GE_000305_1.jpg,0.602,12
mOQYp7EJ8GE,191.4,000311,mOQYp7EJ8GE_000311_1.jpg,0.149,14
mOQYp7EJ8GE,199.6,000320,mOQYp7EJ8GE_000320_1.jpg,0.232,25
mOQYp7EJ8GE,205.2,000325,mOQYp7EJ8GE_000325_1.jpg,0.166,20
mOQYp7EJ8GE,207.6,000328,mOQYp7EJ8GE_000328_1.jpg,2.457,2
mOQYp7EJ8GE,212.2,000332,mOQYp7EJ8GE_000332_1.jpg,0.212,17
mOQYp7EJ8GE,218.6,000339,mOQYp7EJ8GE_000339_1.jpg,0.317,17
mOQYp7EJ8GE,225.6,000346,mOQYp7EJ8GE_000346_1.jpg,0.346,19
mOQYp7EJ8GE,233.2,000353,mOQYp7EJ8GE_000353_1.jpg,0.139,22
mOQYp7EJ8GE,239.8,000400,mOQYp7EJ8GE_000400_1.jpg,0.622,13
mOQYp7EJ8GE,247.2,000407,mOQYp7EJ8GE_000407_1.jpg,0.276,27
mOQYp7EJ8GE,252.8,000413,mOQYp7EJ8GE_000413_1.jpg,0.059,16
mOQYp7EJ8GE,258.6,000419,mOQYp7EJ8GE_000419_1.jpg,0.363,13
mOQYp7EJ8GE,264.8,000425,mOQYp7EJ8GE_000425_1.jpg,0.264,17
mOQYp7EJ8GE,273.6,000434,mOQYp7EJ8GE_000434_1.jpg,0.276,28
mOQYp7EJ8GE,281.0,000441,mOQYp7EJ8GE_000441_1.jpg,0.232,23
mOQYp7EJ8GE,288.4,000448,mOQYp7EJ8GE_000448_1.jpg,0.231,24
mOQYp7EJ8GE,294.8,000455,mOQYp7EJ8GE_000455_1.jpg,0.272,13
mOQYp7EJ8GE,301.8,000502,mOQYp7EJ8GE_000502_1.jpg,0.126,27
mOQYp7EJ8GE,305.2,000505,mOQYp7EJ8GE_000505_1.jpg,0.538,4
mOQYp7EJ8GE,308.4,000508,mOQYp7EJ8GE_000508_1.jpg,0.245,16
mOQYp7EJ8GE,316.4,000516,mOQYp7EJ8GE_000516_1.jpg,0.313,18
mOQYp7EJ8GE,321.8,000522,mOQYp7EJ8GE_000522_1.jpg,1.804,17
mOQYp7EJ8GE,329.8,000530,mOQYp7EJ8GE_000530_1.jpg,1.585,49
