구분,위스키명,브랜드,면세_USD,면세_KRW,면세용량_ml,면세_₩100ml,국내최저_KRW,국내용량_ml,국내_₩100ml,국내출처,국내매칭명,절감_100ml_%,절감_병당_KRW,구매가능,상품URL
①병당도쌈,글렌드로낙 16년 700ml,글렌드로낙,103.95,159668,700,22810,350000,700,50000,데일리샷,더 글렌드로낙 16년,54.4,190332,Y,https://www.shilladfs.com/estore/kr/ko/p/4391067
①병당도쌈,발베니 Balvenie 19년 Week of Peat 700ml,발베니,166.95,256437,700,36634,395000,700,56429,데일리샷,발베니 19년 위크 오브 피트,35.1,138563,Y,https://www.shilladfs.com/estore/kr/ko/p/5108417
①병당도쌈,보모어 19년 700ml,보모어,102.0,156673,700,22382,295000,700,42143,데일리샷,보모어 19년 피노 누아 캐스크 피니시,46.9,138327,Y,https://www.shilladfs.com/estore/kr/ko/p/5524533
①병당도쌈,와일드무어 23년 웨이킹 포레스트 700ml,와일드무어,101.52,155936,700,22277,278000,700,39714,데일리샷,와일드무어 23년,43.9,122064,Y,https://www.shilladfs.com/estore/kr/ko/p/5399821
①병당도쌈,아벨라워 아부나흐 700ml,발렌타인,80.5,123649,700,17664,235800,700,33686,보유DB,아벨라워 아부나흐,47.6,112151,Y,https://www.shilladfs.com/estore/kr/ko/p/5887242
①병당도쌈,조니워커 XR 21년 750ml,조니워커,63.0,96769,750,12903,188000,750,25067,데일리샷,"[750ml, 위스키 행사] 조니워커 XR 21년",48.5,91231,Y,https://www.shilladfs.com/estore/kr/ko/p/287166
①병당도쌈,글렌파클라스 25년 700ml,글렌파클라스,223.02,342561,700,48937,430000,700,61429,데일리샷,글렌파클라스 25년,20.3,87439,Y,https://www.shilladfs.com/estore/kr/ko/p/5226626
①병당도쌈,글렌피딕 21년 700ml,글렌피딕,134.64,206808,700,29544,289000,700,41286,데일리샷,[바로픽업가능] 글렌피딕 21년,28.4,82192,Y,https://www.shilladfs.com/estore/kr/ko/p/275686
①병당도쌈,주라 21년 타임 700ml,주라,163.5,251138,700,35877,330000,700,47143,데일리샷,주라 21년 Tide & Time,23.9,78862,N,https://www.shilladfs.com/estore/kr/ko/p/5166847
①병당도쌈,발베니 Balvenie 15년 Madeira Cask 700ml,발베니,83.64,128472,700,18353,205000,700,29286,데일리샷,발베니 15년 마데이라 캐스크,37.3,76528,Y,https://www.shilladfs.com/estore/kr/ko/p/5108416
