구분,위스키명,브랜드,면세_USD,면세_KRW,면세용량_ml,면세_₩100ml,국내최저_KRW,국내용량_ml,국내_₩100ml,국내출처,국내매칭명,절감_100ml_%,절감_병당_KRW,구매가능,상품URL
①병당도쌈,시바스리갈 XV 1000ml,시바스리갈,77.9,109966,1000,10997,550000,1000,55000,데일리샷,시바스 리갈 얼티스 1L,80.0,440034,Y,https://www.shilladfs.com/estore/kr/ko/p/5076120
①병당도쌈,발베니 Balvenie 19년 Week of Peat 700ml,발베니,173.25,244565,700,34938,620000,700,88571,데일리샷,발베니 19년 위크 오브 피트,60.6,375435,Y,https://www.shilladfs.com/estore/kr/ko/p/5108417
①병당도쌈,와일드무어 30년 트로피칼 코스트 700ml,와일드무어,248.32,350536,700,50077,720000,700,102857,데일리샷,와일드무어 30년,51.3,369464,Y,https://www.shilladfs.com/estore/kr/ko/p/5399822
①병당도쌈,와일드터키 마스터스 킵 보야지 750ml,와일드터키,165.3,233342,750,31112,590000,700,84286,데일리샷,와일드 터키 마스터스 킵 바틀 인 본드,63.1,356658,N,https://www.shilladfs.com/estore/kr/ko/p/5605211
①병당도쌈,글렌파클라스 25년 700ml,글렌파클라스,219.24,309486,700,44212,557000,700,79571,데일리샷,글렌파클라스 25년,44.4,247514,Y,https://www.shilladfs.com/estore/kr/ko/p/5226626
①병당도쌈,글렌드로낙 16년 700ml,글렌드로낙,103.95,146739,700,20963,372000,700,53143,데일리샷,더 글렌드로낙 16년,60.6,225261,Y,https://www.shilladfs.com/estore/kr/ko/p/4391067
①병당도쌈,발베니 21년 포트우드 700ml,발베니,288.0,406549,700,58078,599000,700,85571,데일리샷,발베니 포트우드 21년,32.1,192451,Y,https://www.shilladfs.com/estore/kr/ko/p/5479261
①병당도쌈,퍼컬렌 18년 700ml,퍼컬렌,109.9,155138,700,22163,328000,700,46857,데일리샷,퍼컬렌 18년 싱글몰트,52.7,172862,Y,https://www.shilladfs.com/estore/kr/ko/p/5304448
①병당도쌈,보모어 19년 700ml,보모어,112.2,158385,700,22626,295000,700,42143,데일리샷,보모어 19년 피노 누아 캐스크 피니시,46.3,136615,Y,https://www.shilladfs.com/estore/kr/ko/p/5524533
①병당도쌈,와일드무어 23년 웨이킹 포레스트 700ml,와일드무어,109.04,153924,700,21989,290000,700,41429,데일리샷,와일드무어 23년,46.9,136076,Y,https://www.shilladfs.com/estore/kr/ko/p/5399821
①병당도쌈,발렌타인 23년 AMERICAN OAK CASKS 700ml,발렌타인,199.5,281620,700,40231,409000,700,58429,데일리샷,발렌타인 23년,31.1,127380,Y,https://www.shilladfs.com/estore/kr/ko/p/4486823
①병당도쌈,로얄살루트 25년 700ml,로얄살루트,250.8,354037,700,50577,479000,700,68429,데일리샷,로얄살루트 25년,26.1,124963,Y,https://www.shilladfs.com/estore/kr/ko/p/4599460
①병당도쌈,주라 21년 타임 700ml,주라,163.5,230801,700,32972,354000,700,50571,데일리샷,주라 21년 Tide & Time,34.8,123199,N,https://www.shilladfs.com/estore/kr/ko/p/5166847
①병당도쌈,카발란 포트 솔리스트 1000ml,카발란,174.4,246188,1000,24619,369000,700,52714,데일리샷,카발란 솔리스트 포트 CS,53.3,122812,Y,https://www.shilladfs.com/estore/kr/ko/p/5101642
①병당도쌈,발베니 Balvenie 15년 Madeira Cask 700ml,발베니,90.2,127329,700,18190,249000,700,35571,데일리샷,발베니 15년 마데이라 캐스크,48.9,121671,Y,https://www.shilladfs.com/estore/kr/ko/p/5108416
①병당도쌈,글렌피딕 21년 700ml,글렌피딕,145.2,204969,700,29281,319000,700,45571,데일리샷,글렌피딕 21년 40%,35.7,114031,Y,https://www.shilladfs.com/estore/kr/ko/p/275686
①병당도쌈,카발란 클래식 1000ml,카발란,87.2,123094,1000,12309,229000,700,32714,데일리샷,카발란 클래식 싱글몰트,62.4,105906,Y,https://www.shilladfs.com/estore/kr/ko/p/5101821
①병당도쌈,폴 존 피티드 1000ml,폴 존,42.0,59288,1000,5929,165000,700,23571,데일리샷,폴존 피티드 클래식 셀렉트 캐스크,74.8,105712,Y,https://www.shilladfs.com/estore/kr/ko/p/5311922
①병당도쌈,조니워커 18년 750ml,조니워커,56.0,79051,750,10540,184000,700,26286,데일리샷,조니워커 18년,59.9,104949,N,https://www.shilladfs.com/estore/kr/ko/p/3651371
①병당도쌈,조니워커 XR 21년 750ml,조니워커,84.0,118577,750,15810,220000,700,31429,데일리샷,조니워커 XR 21년 말띠 에디션,49.7,101423,Y,https://www.shilladfs.com/estore/kr/ko/p/287166
①병당도쌈,발베니 15년 마데이라 캐스크 빅토 응아이 에디션 700ml,발베니,104.96,148165,700,21166,249000,700,35571,데일리샷,발베니 15년 마데이라 캐스크,40.5,100835,Y,https://www.shilladfs.com/estore/kr/ko/p/5966607
①병당도쌈,카미키 사쿠라 500ml,카미키,44.52,62846,500,12569,160000,700,22857,데일리샷,카미키 사쿠라,45.0,97154,Y,https://www.shilladfs.com/estore/kr/ko/p/5696485
①병당도쌈,퍼컬렌 21년 700ml,퍼컬렌,251.75,355378,700,50768,450000,700,64286,데일리샷,퍼컬렌 21년 싱글몰트,21.0,94622,N,https://www.shilladfs.com/estore/kr/ko/p/5304440
①병당도쌈,시바스리갈 18년 200ml,시바스리갈,24.7,34867,200,17434,129000,700,18429,데일리샷,시바스 리갈 18년 700ml,5.4,94133,Y,https://www.shilladfs.com/estore/kr/ko/p/5075893
①병당도쌈,달모어 18년 2024년 에디션 700ml,달모어,332.5,469367,700,67052,559000,700,79857,데일리샷,달모어 18년,16.0,89633,N,https://www.shilladfs.com/estore/kr/ko/p/5358024
①병당도쌈,글렌피딕 18년 벳4 퍼페츄얼 IGL CNY 700ml,글렌피딕,79.75,112577,700,16082,202000,700,28857,데일리샷,글렌피딕 18년 퍼페추얼 컬렉션 VAT 04,44.3,89423,N,https://www.shilladfs.com/estore/kr/ko/p/5904120
①병당도쌈,아벨라워 아부나흐 700ml,발렌타인,80.5,113636,700,16234,200000,700,28571,보유DB,아벨라워 아부나흐,43.2,86364,Y,https://www.shilladfs.com/estore/kr/ko/p/5887242
①병당도쌈,글렌모렌지 16년 트리뷰트 1000ml,글렌모렌지,74.25,104814,1000,10481,190000,1000,19000,데일리샷,글렌모렌지 트리뷰트 16년 1L,44.8,85186,N,https://www.shilladfs.com/estore/kr/ko/p/5843623
①병당도쌈,밀크앤허니 크리스마스에디션 트릿 700ml,밀크앤허니,49.98,70553,700,10079,155000,700,22143,데일리샷,밀크앤허니 크리스마스 에디션,54.5,84447,Y,https://www.shilladfs.com/estore/kr/ko/p/5248990
①병당도쌈,탈리스커 다크 스톰 1000ml,탈리스커,57.15,80675,1000,8068,165000,700,23571,데일리샷,탈리스커 다크스톰,65.8,84325,Y,https://www.shilladfs.com/estore/kr/ko/p/5070436
①병당도쌈,하이랜드 파크 EAGLE 16년 700ml,하이랜드 파크,100.0,141163,700,20166,225000,700,32143,데일리샷,하이랜드 파크 16년 윙즈 오브 더 이글,37.3,83837,N,https://www.shilladfs.com/estore/kr/ko/p/5145173
①병당도쌈,글렌모렌지 인피니타 18년 700ml,글렌모렌지,90.0,127047,700,18150,208000,700,29714,데일리샷,글렌모렌지 디 인피니타 18년,38.9,80953,Y,https://www.shilladfs.com/estore/kr/ko/p/5713332
①병당도쌈,몰트락 네버바운드 700ml,몰트락,114.0,160926,700,22989,240000,700,34286,데일리샷,몰트락 네버바운드,32.9,79074,Y,https://www.shilladfs.com/estore/kr/ko/p/5845281
①병당도쌈,더 글렌리벳 21년 700ml,글렌리벳,248.9,351355,700,50194,430000,700,61429,데일리샷,더 글렌리벳 21년,18.3,78645,N,https://www.shilladfs.com/estore/kr/ko/p/5948827
①병당도쌈,달모어 시가몰트 리저브 700ml,달모어,118.75,167631,700,23947,245000,700,35000,데일리샷,달모어 시가 몰트 리저브 메탈 케이스,31.6,77369,Y,https://www.shilladfs.com/estore/kr/ko/p/5928730
①병당도쌈,글렌피딕 18년 Vat4 Perpetual 700ml,글렌피딕,88.45,124859,700,17837,202000,700,28857,데일리샷,글렌피딕 18년 퍼페추얼 컬렉션 VAT 04,38.2,77141,Y,https://www.shilladfs.com/estore/kr/ko/p/5105341
①병당도쌈,발렌타인 18년 GLENBURGIE 700ml,발렌타인,66.81,94311,700,13473,170000,700,24286,데일리샷,발렌타인 싱글몰트 글렌버기 18년,44.5,75689,Y,https://www.shilladfs.com/estore/kr/ko/p/5524471
①병당도쌈,뉴리프 싱글배럴 버번 750ml,뉴리프,83.6,118012,750,15735,191000,700,27286,데일리샷,뉴 리프 싱글배럴 버번 배럴 프루프,42.3,72988,Y,https://www.shilladfs.com/estore/kr/ko/p/5917130
①병당도쌈,글렌모렌지 시그넷 700ml,글렌모렌지,168.3,237577,700,33940,309000,700,44143,데일리샷,글렌모렌지 시그넷,23.1,71423,Y,https://www.shilladfs.com/estore/kr/ko/p/5843621
①병당도쌈,미클토어 오리지널 700ml,미클토어,42.32,59740,700,8534,130000,700,18571,데일리샷,미클토어 더 오리지널,54.0,70260,Y,https://www.shilladfs.com/estore/kr/ko/p/5418558
①병당도쌈,더 글렌그란트 18년 700ml,더 글렌그란트,127.8,180406,700,25772,248000,700,35429,데일리샷,더 글렌그란트 18년,27.3,67594,Y,https://www.shilladfs.com/estore/kr/ko/p/5817221
①병당도쌈,화이트헤더 15년 700ml,화이트헤더,57.96,81818,700,11688,148900,700,21271,데일리샷,화이트 헤더 15년,45.1,67082,Y,https://www.shilladfs.com/estore/kr/ko/p/5372580
①병당도쌈,오켄토션 18년 700ml,오켄토션,94.5,133399,700,19057,198000,700,28286,데일리샷,오켄토션 18년,32.6,64601,N,https://www.shilladfs.com/estore/kr/ko/p/5489104
①병당도쌈,달모어 트리오 1000ml,달모어,99.75,140810,1000,14081,205000,1000,20500,데일리샷,달모어 트리오 1L,31.3,64190,N,https://www.shilladfs.com/estore/kr/ko/p/5125160
①병당도쌈,토마틴 21년 700ml,토마틴,214.2,302371,700,43196,365000,700,52143,데일리샷,토마틴 21년,17.2,62629,N,https://www.shilladfs.com/estore/kr/ko/p/5310055
①병당도쌈,미클토어 친커핀 700ml,미클토어,47.32,66798,700,9543,129000,700,18429,데일리샷,미클토어 더 친커핀 원,48.2,62202,Y,https://www.shilladfs.com/estore/kr/ko/p/5372472
