구분,위스키명,브랜드,면세_USD,면세_KRW,면세용량_ml,면세_₩100ml,국내최저_KRW,국내용량_ml,국내_₩100ml,국내출처,국내매칭명,절감_100ml_%,절감_병당_KRW,구매가능,상품URL
①병당도쌈,와일드터키 마스터스 킵 보야지 750ml,와일드터키,165.3,253194,750,33759,700000,700,100000,데일리샷,와일드 터키 마스터스 킵 리바이벌,66.2,446806,N,https://www.shilladfs.com/estore/kr/ko/p/5605211
①병당도쌈,글렌드로낙 16년 700ml,글렌드로낙,103.95,159223,700,22746,350000,700,50000,데일리샷,더 글렌드로낙 16년,54.5,190777,Y,https://www.shilladfs.com/estore/kr/ko/p/4391067
①병당도쌈,와일드터키 마스터스 킵 언포가튼 750ml,와일드터키,126.0,192997,750,25733,350000,700,50000,데일리샷,와일드 터키 마스터스 킵 언포가튼,48.5,157003,N,https://www.shilladfs.com/estore/kr/ko/p/5605263
①병당도쌈,발베니 Balvenie 19년 Week of Peat 700ml,발베니,163.8,250896,700,35842,395000,700,56429,데일리샷,발베니 19년 위크 오브 피트,36.5,144104,Y,https://www.shilladfs.com/estore/kr/ko/p/5108417
①병당도쌈,보모어 19년 700ml,보모어,102.0,156236,700,22319,295000,700,42143,데일리샷,보모어 19년 피노 누아 캐스크 피니시,47.0,138764,Y,https://www.shilladfs.com/estore/kr/ko/p/5524533
①병당도쌈,와일드무어 23년 웨이킹 포레스트 700ml,와일드무어,101.52,155501,700,22214,278000,700,39714,데일리샷,와일드무어 23년,44.1,122499,Y,https://www.shilladfs.com/estore/kr/ko/p/5399821
①병당도쌈,아벨라워 아부나흐 700ml,발렌타인,80.5,123304,700,17615,235800,700,33686,보유DB,아벨라워 아부나흐,47.7,112496,Y,https://www.shilladfs.com/estore/kr/ko/p/5887242
①병당도쌈,조니워커 XR 21년 750ml,조니워커,63.0,96499,750,12867,188000,750,25067,데일리샷,"[750ml, 위스키 행사] 조니워커 XR 21년",48.7,91501,Y,https://www.shilladfs.com/estore/kr/ko/p/287166
①병당도쌈,글렌피딕 21년 700ml,글렌피딕,134.64,206231,700,29462,297000,700,42429,데일리샷,글렌피딕 21년 40%,30.6,90769,Y,https://www.shilladfs.com/estore/kr/ko/p/275686
①병당도쌈,맥캘란 하모니 컬렉션 700ml,맥캘란,175.75,269200,700,38457,359000,700,51286,데일리샷,맥캘란 하모니 컬렉션 스무스 아라비카,25.0,89800,N,https://www.shilladfs.com/estore/kr/ko/p/5532321
①병당도쌈,글렌파클라스 25년 700ml,글렌파클라스,223.02,341605,700,48801,430000,700,61429,데일리샷,글렌파클라스 25년,20.6,88395,Y,https://www.shilladfs.com/estore/kr/ko/p/5226626
①병당도쌈,주라 21년 타임 700ml,주라,163.5,250437,700,35777,330000,700,47143,데일리샷,주라 21년 Tide & Time,24.1,79563,N,https://www.shilladfs.com/estore/kr/ko/p/5166847
①병당도쌈,발베니 Balvenie 15년 Madeira Cask 700ml,발베니,83.64,128113,700,18302,205000,700,29286,데일리샷,발베니 15년 마데이라 캐스크,37.5,76887,Y,https://www.shilladfs.com/estore/kr/ko/p/5108416
①병당도쌈,글렌피딕 18년 벳4 퍼페츄얼 IGL CNY 700ml,글렌피딕,73.95,113271,700,16182,189000,700,27000,데일리샷,글렌피딕 18년 퍼페추얼 컬렉션 VAT 04,40.1,75729,N,https://www.shilladfs.com/estore/kr/ko/p/5904120
①병당도쌈,글렌피딕 18년 Vat4 Perpetual 700ml,글렌피딕,79.75,122155,700,17451,189000,700,27000,데일리샷,글렌피딕 18년 퍼페추얼 컬렉션 VAT 04,35.4,66845,Y,https://www.shilladfs.com/estore/kr/ko/p/5105341
①병당도쌈,몰트락 네버바운드 700ml,몰트락,114.0,174616,700,24945,240000,700,34286,데일리샷,몰트락 네버바운드,27.2,65384,Y,https://www.shilladfs.com/estore/kr/ko/p/5845281
①병당도쌈,글렌모렌지 16년 트리뷰트 1000ml,글렌모렌지,74.25,113730,1000,11373,178000,1000,17800,데일리샷,글렌모렌지 트리뷰트 16년 1L,36.1,64270,N,https://www.shilladfs.com/estore/kr/ko/p/5843623
①병당도쌈,카미키 사쿠라 500ml,카미키,42.84,65619,500,13124,128000,700,18286,데일리샷,카미키 사쿠라,28.2,62381,Y,https://www.shilladfs.com/estore/kr/ko/p/5696485
①병당도쌈,로얄살루트 25년 700ml,로얄살루트,250.8,384156,700,54879,444000,700,63429,데일리샷,로얄살루트 25년,13.5,59844,Y,https://www.shilladfs.com/estore/kr/ko/p/4599460
①병당도쌈,폴 존 피티드 1000ml,폴 존,42.0,64332,1000,6433,123000,700,17571,데일리샷,폴존 피티드 클래식 셀렉트 캐스크,63.4,58668,Y,https://www.shilladfs.com/estore/kr/ko/p/5311922
①병당도쌈,글렌모렌지 인피니타 18년 700ml,글렌모렌지,90.0,137855,700,19694,195000,700,27857,데일리샷,글렌모렌지 디 인피니타 18년,29.3,57145,Y,https://www.shilladfs.com/estore/kr/ko/p/5713332
①병당도쌈,글렌피딕 15년 Vat3 Perpetual 700ml,글렌피딕,51.48,78853,700,11265,135000,700,19286,데일리샷,글렌피딕 15년 퍼페추얼 컬렉션 VAT 03,41.6,56147,Y,https://www.shilladfs.com/estore/kr/ko/p/5105342
①병당도쌈,폴 존 클래식 1000ml,폴 존,39.9,61116,1000,6112,115000,700,16429,데일리샷,폴존 클래식 셀렉트 캐스크,62.8,53884,Y,https://www.shilladfs.com/estore/kr/ko/p/5311851
①병당도쌈,달모어 트리오 1000ml,달모어,99.75,152789,1000,15279,205000,1000,20500,데일리샷,달모어 트리오 1L,25.5,52211,N,https://www.shilladfs.com/estore/kr/ko/p/5125160
①병당도쌈,발베니 15년 마데이라 캐스크 빅토 응아이 에디션 700ml,발베니,100.04,153234,700,21891,205000,700,29286,데일리샷,발베니 15년 마데이라 캐스크,25.3,51766,Y,https://www.shilladfs.com/estore/kr/ko/p/5966607
①병당도쌈,보모어 14년 700ml,보모어,34.0,52079,700,7440,101900,700,14557,데일리샷,보모어 14년 보르도 캐스크 피니시,48.9,49821,Y,https://www.shilladfs.com/estore/kr/ko/p/5524536
①병당도쌈,와일드터키 켄터키 스피릿 1L,와일드터키,39.22,60074,1000,6007,109000,1000,10900,데일리샷,와일드 터키 켄터키 스피릿 싱글배럴 1L,44.9,48926,Y,https://www.shilladfs.com/estore/kr/ko/p/5408280
①병당도쌈,조니워커 18년 750ml,조니워커,56.0,85776,750,11437,133000,700,19000,데일리샷,[한정 수량 특가] 조니워커 18년,39.8,47224,N,https://www.shilladfs.com/estore/kr/ko/p/3651371
①병당도쌈,발베니 12년 Golden Cask 700ml ,발베니,44.8,68621,700,9803,115000,700,16429,데일리샷,발베니 12년 골든 캐스크,40.3,46379,Y,https://www.shilladfs.com/estore/kr/ko/p/5516907
①병당도쌈,발렌타인 18년 GLENBURGIE 700ml,발렌타인,66.81,102334,700,14619,148000,700,21143,데일리샷,발렌타인 싱글몰트 글렌버기 18년,30.9,45666,Y,https://www.shilladfs.com/estore/kr/ko/p/5524471
①병당도쌈,발베니12년 골든캐스크 IGL 700ml,발베니,48.0,73523,700,10503,115000,700,16429,데일리샷,발베니 12년 골든 캐스크,36.1,41477,N,https://www.shilladfs.com/estore/kr/ko/p/5815472
①병당도쌈,탈리스커 다크 스톰 1000ml,탈리스커,57.15,87538,1000,8754,129000,1000,12900,데일리샷,탈리스커 다크스톰 1L,32.1,41462,Y,https://www.shilladfs.com/estore/kr/ko/p/5070436
①병당도쌈,타운브랜치 켄터키 싱글 몰트 7년 750ml,타운브랜치,27.6,42276,750,5637,82000,700,11714,데일리샷,타운 브랜치 7년 켄터키 싱글몰트 위스키 700ml,51.9,39724,Y,https://www.shilladfs.com/estore/kr/ko/p/5219708
①병당도쌈,라가불린 16년 700ml,라가불린,63.44,97173,700,13882,135000,700,19286,데일리샷,라가불린 16년,28.0,37827,Y,https://www.shilladfs.com/estore/kr/ko/p/5358630
①병당도쌈,화이트헤더 15년 700ml,화이트헤더,54.18,82989,700,11856,119900,700,17129,데일리샷,화이트 헤더 15년,30.8,36911,Y,https://www.shilladfs.com/estore/kr/ko/p/5372580
