구분,위스키명,브랜드,면세_USD,면세_KRW,면세용량_ml,면세_₩100ml,국내최저_KRW,국내용량_ml,국내_₩100ml,국내출처,국내매칭명,절감_100ml_%,절감_병당_KRW,구매가능,상품URL
①병당도쌈,와일드터키 마스터스 킵 보야지 750ml,와일드터키,165.3,248443,750,33126,750000,700,107143,데일리샷,와일드 터키 마스터스 킵 비콘,69.1,501557,N,https://www.shilladfs.com/estore/kr/ko/p/5605211
①병당도쌈,글렌드로낙 16년 700ml,글렌드로낙,103.95,156235,700,22319,350000,700,50000,데일리샷,더 글렌드로낙 16년,55.4,193765,Y,https://www.shilladfs.com/estore/kr/ko/p/4391067
①병당도쌈,발베니 Balvenie 19년 Week of Peat 700ml,발베니,163.8,246188,700,35170,395000,700,56429,데일리샷,발베니 19년 위크 오브 피트,37.7,148812,Y,https://www.shilladfs.com/estore/kr/ko/p/5108417
①병당도쌈,보모어 19년 700ml,보모어,102.0,153304,700,21901,295000,700,42143,데일리샷,보모어 19년 피노 누아 캐스크 피니시,48.0,141696,Y,https://www.shilladfs.com/estore/kr/ko/p/5524533
①병당도쌈,아벨라워 아부나흐 700ml,발렌타인,80.5,120990,700,17284,235800,700,33686,보유DB,아벨라워 아부나흐,48.7,114810,Y,https://www.shilladfs.com/estore/kr/ko/p/5887242
①병당도쌈,와일드무어 23년 웨이킹 포레스트 700ml,와일드무어,101.52,152583,700,21798,259000,700,37000,데일리샷,와일드무어 23년,41.1,106417,Y,https://www.shilladfs.com/estore/kr/ko/p/5399821
①병당도쌈,글렌파클라스 25년 700ml,글렌파클라스,223.02,335195,700,47885,430000,700,61429,데일리샷,글렌파클라스 25년,22.0,94805,Y,https://www.shilladfs.com/estore/kr/ko/p/5226626
①병당도쌈,글렌피딕 21년 700ml,글렌피딕,134.64,202361,700,28909,297000,700,42429,데일리샷,글렌피딕 21년 40%,31.9,94639,Y,https://www.shilladfs.com/estore/kr/ko/p/275686
①병당도쌈,조니워커 XR 21년 750ml,조니워커,63.0,94688,750,12625,180000,700,25714,데일리샷,조니워커 XR 21년 말띠 에디션,50.9,85312,Y,https://www.shilladfs.com/estore/kr/ko/p/287166
①병당도쌈,주라 21년 타임 700ml,주라,163.5,245737,700,35105,330000,700,47143,데일리샷,주라 21년 Tide & Time,25.5,84263,N,https://www.shilladfs.com/estore/kr/ko/p/5166847
①병당도쌈,발베니 Balvenie 15년 Madeira Cask 700ml,발베니,83.64,125709,700,17958,205000,700,29286,데일리샷,발베니 15년 마데이라 캐스크,38.7,79291,Y,https://www.shilladfs.com/estore/kr/ko/p/5108416
①병당도쌈,글렌피딕 18년 벳4 퍼페츄얼 IGL CNY 700ml,글렌피딕,73.95,111145,700,15878,189000,700,27000,데일리샷,글렌피딕 18년 퍼페추얼 컬렉션 VAT 04,41.2,77855,N,https://www.shilladfs.com/estore/kr/ko/p/5904120
①병당도쌈,글렌피딕 18년 Vat4 Perpetual 700ml,글렌피딕,79.75,119863,700,17123,189000,700,27000,데일리샷,글렌피딕 18년 퍼페추얼 컬렉션 VAT 04,36.6,69137,Y,https://www.shilladfs.com/estore/kr/ko/p/5105341
①병당도쌈,몰트락 네버바운드 700ml,몰트락,114.0,171340,700,24477,240000,700,34286,데일리샷,몰트락 네버바운드,28.6,68660,Y,https://www.shilladfs.com/estore/kr/ko/p/5845281
①병당도쌈,로얄살루트 25년 700ml,로얄살루트,250.8,376947,700,53850,444000,700,63429,데일리샷,로얄살루트 25년,15.1,67053,N,https://www.shilladfs.com/estore/kr/ko/p/4599460
①병당도쌈,글렌모렌지 16년 트리뷰트 1000ml,글렌모렌지,74.25,111596,1000,11160,178000,1000,17800,데일리샷,글렌모렌지 트리뷰트 16년 1L,37.3,66404,N,https://www.shilladfs.com/estore/kr/ko/p/5843623
①병당도쌈,카미키 사쿠라 500ml,카미키,42.84,64388,500,12878,128000,700,18286,데일리샷,카미키 사쿠라,29.6,63612,Y,https://www.shilladfs.com/estore/kr/ko/p/5696485
①병당도쌈,폴 존 피티드 1000ml,폴 존,42.0,63125,1000,6312,123000,700,17571,데일리샷,폴존 피티드 클래식 셀렉트 캐스크,64.1,59875,Y,https://www.shilladfs.com/estore/kr/ko/p/5311922
①병당도쌈,글렌모렌지 인피니타 18년 700ml,글렌모렌지,90.0,135268,700,19324,195000,700,27857,데일리샷,글렌모렌지 디 인피니타 18년,30.6,59732,Y,https://www.shilladfs.com/estore/kr/ko/p/5713332
①병당도쌈,글렌피딕 15년 Vat3 Perpetual 700ml,글렌피딕,51.48,77373,700,11053,135000,700,19286,데일리샷,글렌피딕 15년 퍼페추얼 컬렉션 VAT 03,42.7,57627,Y,https://www.shilladfs.com/estore/kr/ko/p/5105342
①병당도쌈,달모어 트리오 1000ml,달모어,99.75,149922,1000,14992,205000,1000,20500,데일리샷,달모어 트리오 1L,26.9,55078,N,https://www.shilladfs.com/estore/kr/ko/p/5125160
①병당도쌈,폴 존 클래식 1000ml,폴 존,39.9,59969,1000,5997,115000,700,16429,데일리샷,폴존 클래식 셀렉트 캐스크,63.5,55031,Y,https://www.shilladfs.com/estore/kr/ko/p/5311851
