goos_cd,name,brand,volume_ml,regular_price,sale_price,discount_pct,currency,krw_price,l_cate,category,is_dutyfree,exch_rate,source,collected_at
102488000001,발렌타인 30년 700ml,발렌타인,700,447.0,312.9,30.0,USD,465845,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
106858000011,브룩라디 옥토모어 15.3 700ml,브룩라디,700,230.0,230.0,0.0,USD,342424,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
115348000013,카발란 비노바리끄 솔리스트 1000ml,카발란,1000,230.0,138.0,40.0,USD,205454,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
102447200008,조니워커 블루라벨 750ml,조니워커,750,227.0,147.55,35.0,USD,219672,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
111038000021,발베니 12 골든럼 캐스크 700ml,발베니,700,80.0,43.16,46.0,USD,64256,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
106858000014,브룩라디 블랙아트 사페로 700ml,브룩라디,700,238.0,238.0,0.0,USD,354334,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
102487200027,발렌타인 23년 700ml,발렌타인,700,210.0,147.0,30.0,USD,218853,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
102447200007,조니워커 블루라벨 1000ml,조니워커,1000,302.0,196.3,35.0,USD,292251,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
102438000004,로얄살루트 21년 700ml,로얄 살루트,700,176.0,123.2,30.0,USD,183420,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
111038000003,발베니 18 PX 셰리 캐스크 700ml,발베니,700,277.0,147.64,47.0,USD,219806,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
102448000054,조니워커 블루라벨 신년 에디션 (말의 해) 1000ml,조니워커,1000,353.0,257.34,27.0,USD,383127,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
102448000040,조니워커 엑스오디네어 750ml,조니워커,750,262.0,170.3,35.0,USD,253542,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
102438000010,로얄살루트 21년 빈티지 700ml,로얄 살루트,700,211.0,147.7,30.0,USD,219895,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
106858000009,브룩라디 블랙아트10 700ml,브룩라디,700,450.0,360.0,20.0,USD,535968,,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
106858000007,브룩라디 옥토모어15.1 700ml,브룩라디,700,167.0,100.2,40.0,USD,149177,,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
111048000017,글렌피딕 22년 그랑 코르테즈 700ml,글렌피딕,700,310.0,177.32,43.0,USD,263994,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
115348000014,카발란 포트 솔리스트 1000ml,카발란,1000,218.0,130.8,40.0,USD,194735,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
102487200028,발렌타인 21년 700ml,발렌타인,700,170.0,119.0,30.0,USD,177167,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
102438000015,로얄살루트 32년 500ml,로얄 살루트,500,447.0,312.9,30.0,USD,465845,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
111038000002,발베니 15 마데이라 캐스크 700ml,발베니,700,164.0,89.54,45.0,USD,133307,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
106758000001,로얄브라클라 21년 700ml,듀어스,700,348.0,160.78,54.0,USD,239369,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
102447200009,조니워커 앤 선즈 킹 조지 5세 750ml,조니워커,750,702.0,396.98,43.0,USD,591023,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
111048000005,글렌피딕 18 벳 4 퍼페추얼 컬렉션 700ml,글렌피딕,700,145.0,77.43,47.0,USD,115277,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
111038000009,발베니 25년 레어메리지 700ml,발베니,700,998.0,636.23,36.0,USD,947219,,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
106858000010,브룩라디 옥토모어 15.2 700ml,브룩라디,700,190.0,190.0,0.0,USD,282872,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
115348000005,카발란 EX 버번 솔리스트 1000ml,카발란,1000,154.0,92.4,40.0,USD,137565,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
114688000086,[신세계에디션]글렌알라키 12년 PX 쉐리캐스크 피니쉬 SSG Ed. 700ml,글렌알라키,700,142.0,85.2,40.0,USD,126845,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
114688000090,글렌알라키 18년 (24RB) 700ml,글렌알라키,700,271.0,181.57,33.0,USD,270321,,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
106768000062,산토리 야마자키 코게이 700ml,산토리,700,230.0,230.0,0.0,USD,342424,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
106938000017,보모어 22년 700ml,보모어,700,399.0,212.27,47.0,USD,316027,,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
106858000015,브룩라디 옥토모어 16.1 700ml,브룩라디,700,167.0,167.0,0.0,USD,248629,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
102447200014,조니워커 앤 선즈 킹 조지 5세 500ml,조니워커,500,440.0,257.4,42.0,USD,383217,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
102487200029,발렌타인 17년 700ml,발렌타인,700,94.0,65.8,30.0,USD,97963,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
115968000031,스프링뱅크 19년 배치#25 500ml,댓 부티키 위스키 컴퍼니,500,656.0,454.94,31.0,USD,677314,,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
115348000012,카발란 피노 솔리스트 1000ml,카발란,1000,380.0,304.0,20.0,USD,452595,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
111048000003,글렌피딕 15 벳 3 퍼페추얼 컬렉션 700ml,글렌피딕,700,99.0,50.49,49.0,USD,75169,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
114688000084,글렌알라키 15년 (24RB) 700ml,글렌알라키,700,169.0,86.19,49.0,USD,128319,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
111047200019,글렌피딕 23년 그랑 크루 700ml,글렌피딕,700,353.0,199.62,43.0,USD,297194,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
102408000020,글렌모렌지 시그넷 700ml,글렌모렌지,700,198.0,168.3,15.0,USD,250565,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
115968000029,스프링뱅크 25년 배치#14 500ml,댓 부티키 위스키 컴퍼니,500,1170.0,811.4,31.0,USD,1208012,,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
102448000050,조니워커 블루라벨 500ml,조니워커,500,160.0,104.0,35.0,USD,154835,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
102408000016,아드벡 21년,아드벡,,440.0,352.0,20.0,USD,524057,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
114688000088,글렌알라키 싱글캐스크 2012 12년 PX 700ml,글렌알라키,700,240.0,156.24,35.0,USD,232610,,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
111038000017,발베니 21 포트우드 700ml,발베니,700,360.0,288.0,20.0,USD,428774,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
111048000001,글렌피딕 26 그랑 쿠론 700ml,글렌피딕,700,706.0,404.75,43.0,USD,602591,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
111047200004,글렌피딕 21년 700ml,글렌피딕,700,264.0,140.71,47.0,USD,209489,liquor,주류/위스키,True,1488.8,신세계(SSG)면세,2026-07-17T00:15:35Z
