prd_no,prd_opt_no,name,brand,volume_ml,regular_price,sale_price,discount_pct,currency,krw_price,category,is_dutyfree,collected_at
20000959658,20001278582,발베니 12년 골든럼 캐스크 700ml,발베니,700,80.0,42.24,47.0,USD,65658,주류/위스키/싱글 몰트,True,2026-07-03T11:07:09Z
20000842088,20001086127,발베니 15년 마데이라 캐스크 700ml,발베니,700,164.0,82.65,50.0,USD,128471,주류/위스키/싱글 몰트,True,2026-07-03T11:07:09Z
20000842082,20001086121,글렌피딕 18년 벳4 퍼페추얼 컬렉션 700ml,글렌피딕,700,145.0,73.08,50.0,USD,113596,주류/위스키/싱글 몰트,True,2026-07-03T11:07:09Z
20001025591,20001399772,브룩라디 옥토모어 14.2 700ML,브룩라디,700,190.0,190.0,0.0,USD,295336,주류/위스키/싱글 몰트,True,2026-07-03T11:07:09Z
20000845220,20001090432,카발란 비노 바리끄 솔리스트 1000ml,카발란,1000,230.0,138.0,40.0,USD,214507,주류/위스키/싱글 몰트,True,2026-07-03T11:07:09Z
20000842092,20001086136,발베니 18년 페드로 히메네즈 700ml,발베니,700,277.0,139.6,50.0,USD,216994,주류/위스키/싱글 몰트,True,2026-07-03T11:07:09Z
20001025593,20001399774,브룩라디 옥토모어 14.3 700ML,브룩라디,700,230.0,230.0,0.0,USD,357512,주류/위스키/싱글 몰트,True,2026-07-03T11:07:09Z
20001043555,20001437228,글렌모렌지 시그넷 700ml,글렌모렌지,700,198.0,168.3,15.0,USD,261606,주류/위스키/싱글 몰트,True,2026-07-03T11:07:09Z
20000875300,20001140094,글렌알라키 8년 700ml,글렌알라키,700,91.0,30.3,67.0,USD,47098,주류/위스키/싱글 몰트,True,2026-07-03T11:07:09Z
20000845231,20001090462,카발란 EX-버번 솔리스트 1000ml,카발란,1000,154.0,86.24,44.0,USD,134051,주류/위스키/싱글 몰트,True,2026-07-03T11:07:09Z
20001046303,20001443063,발베니18 쉐리 캐스크 빅토 응아이 700ml,발베니,700,277.0,139.6,50.0,USD,216994,주류/위스키/싱글 몰트,True,2026-07-03T11:07:09Z
20001046296,20001443047,발베니15 마데이라 캐스크 빅토 응아이 700ml,발베니,700,164.0,82.65,50.0,USD,128471,주류/위스키/싱글 몰트,True,2026-07-03T11:07:09Z
20000978194,20001314231,글렌피딕 22년 그랑 코르테즈 700ml,글렌피딕,700,310.0,167.09,46.0,USD,259725,주류/위스키/싱글 몰트,True,2026-07-03T11:07:09Z
20000935489,20001236495,글렌알라키 15년 700ml,글렌알라키,700,169.0,104.94,38.0,USD,163119,주류/위스키/싱글 몰트,True,2026-07-03T11:07:09Z
20001017022,20001385334,발베니 12 몬틸라 캐스크 700ml,발베니,700,88.0,48.57,45.0,USD,75497,주류/위스키/싱글 몰트,True,2026-07-03T11:07:09Z
20000842076,20001086115,글렌피딕 벳 1 퍼페추얼 컬렉션 1000ml,글렌피딕,1000,78.0,38.22,51.0,USD,59409,주류/위스키/싱글 몰트,True,2026-07-03T11:07:09Z
20000929408,20001226684,로얄브라클라 21년 700ml,로얄 브라클라,700,348.0,162.86,53.0,USD,253150,주류/위스키/싱글 몰트,True,2026-07-03T11:07:09Z
20001003645,20001361757,닛카 미야기쿄 싱글 몰트 그란데 700ml,닛카 위스키,700,110.0,88.0,20.0,USD,136787,주류/위스키/싱글 몰트,True,2026-07-03T11:07:09Z
20000921981,20001216497,캐퍼도닉 21년 700mL,캐퍼도닉,700,250.0,98.0,61.0,USD,152331,주류/위스키/싱글 몰트,True,2026-07-03T11:07:09Z
20000842079,20001086118,글렌피딕 15년 벳 3 퍼페추얼 컬렉션 700ml,글렌피딕,700,99.0,49.89,50.0,USD,77549,주류/위스키/싱글 몰트,True,2026-07-03T11:07:09Z
20000842095,20001086140,발베니 19년 위크 오브 피트 700ml,발베니,700,315.0,158.76,50.0,USD,246777,주류/위스키/싱글 몰트,True,2026-07-03T11:07:09Z
20001029292,20001407357,기원 해 700ml,기원 위스키,700,64.0,36.86,42.0,USD,57295,주류/위스키/싱글 몰트,True,2026-07-03T11:07:09Z
20000919728,20001212989,글렌알라키 12년 뮈스카텔 우드 피니시 700ml,글렌알라키,700,137.0,57.95,58.0,USD,90077,주류/위스키/싱글 몰트,True,2026-07-03T11:07:09Z
20001009749,20001372658,산토리 하쿠슈 디스틸러스 리저브 700ml,산토리,700,117.0,117.0,0.0,USD,181864,주류/위스키/싱글 몰트,True,2026-07-03T11:07:09Z
20001007446,20001368303,글렌피딕 19년 애스턴마틴 F1 700ml,글렌피딕,700,165.0,90.75,45.0,USD,141062,주류/위스키/싱글 몰트,True,2026-07-03T11:07:09Z
