video_id,t_sec,frame,crop,method,w,h
-t-Q7jSi14g,17.8,-t-Q7jSi14g_000018.jpg,-t-Q7jSi14g_000018.jpg,roi_fallback,384,360
-t-Q7jSi14g,18.2,-t-Q7jSi14g_000018_1.jpg,-t-Q7jSi14g_000018_1.jpg,roi_fallback,384,360
-t-Q7jSi14g,20.0,-t-Q7jSi14g_000020.jpg,-t-Q7jSi14g_000020.jpg,roi_fallback,384,360
-t-Q7jSi14g,21.4,-t-Q7jSi14g_000021.jpg,-t-Q7jSi14g_000021.jpg,roi_fallback,384,360
-t-Q7jSi14g,23.2,-t-Q7jSi14g_000023.jpg,-t-Q7jSi14g_000023.jpg,roi_fallback,384,360
-t-Q7jSi14g,24.4,-t-Q7jSi14g_000024.jpg,-t-Q7jSi14g_000024.jpg,roi_fallback,384,360
-t-Q7jSi14g,28.2,-t-Q7jSi14g_000028.jpg,-t-Q7jSi14g_000028.jpg,roi_fallback,384,360
-t-Q7jSi14g,33.4,-t-Q7jSi14g_000033.jpg,-t-Q7jSi14g_000033.jpg,roi_fallback,384,360
-t-Q7jSi14g,39.4,-t-Q7jSi14g_000039.jpg,-t-Q7jSi14g_000039.jpg,roi_fallback,384,360
-t-Q7jSi14g,44.0,-t-Q7jSi14g_000044.jpg,-t-Q7jSi14g_000044.jpg,roi_fallback,384,360
-t-Q7jSi14g,46.4,-t-Q7jSi14g_000046.jpg,-t-Q7jSi14g_000046.jpg,roi_fallback,384,360
-t-Q7jSi14g,52.2,-t-Q7jSi14g_000052.jpg,-t-Q7jSi14g_000052.jpg,roi_fallback,384,360
-t-Q7jSi14g,57.2,-t-Q7jSi14g_000057.jpg,-t-Q7jSi14g_000057.jpg,roi_fallback,384,360
-t-Q7jSi14g,62.8,-t-Q7jSi14g_000103.jpg,-t-Q7jSi14g_000103.jpg,roi_fallback,384,360
-t-Q7jSi14g,65.4,-t-Q7jSi14g_000105.jpg,-t-Q7jSi14g_000105.jpg,roi_fallback,384,360
-t-Q7jSi14g,69.4,-t-Q7jSi14g_000109.jpg,-t-Q7jSi14g_000109.jpg,roi_fallback,384,360
-t-Q7jSi14g,81.4,-t-Q7jSi14g_000121.jpg,-t-Q7jSi14g_000121.jpg,roi_fallback,384,360
-t-Q7jSi14g,86.6,-t-Q7jSi14g_000127.jpg,-t-Q7jSi14g_000127.jpg,roi_fallback,384,360
-t-Q7jSi14g,88.6,-t-Q7jSi14g_000129.jpg,-t-Q7jSi14g_000129.jpg,roi_fallback,384,360
-t-Q7jSi14g,93.4,-t-Q7jSi14g_000133.jpg,-t-Q7jSi14g_000133.jpg,roi_fallback,384,360
-t-Q7jSi14g,98.4,-t-Q7jSi14g_000138.jpg,-t-Q7jSi14g_000138.jpg,roi_fallback,384,360
-t-Q7jSi14g,101.0,-t-Q7jSi14g_000141.jpg,-t-Q7jSi14g_000141.jpg,roi_fallback,384,360
-t-Q7jSi14g,104.0,-t-Q7jSi14g_000144.jpg,-t-Q7jSi14g_000144.jpg,roi_fallback,384,360
-t-Q7jSi14g,106.4,-t-Q7jSi14g_000146.jpg,-t-Q7jSi14g_000146.jpg,roi_fallback,384,360
-t-Q7jSi14g,109.4,-t-Q7jSi14g_000149.jpg,-t-Q7jSi14g_000149.jpg,roi_fallback,384,360
-t-Q7jSi14g,110.8,-t-Q7jSi14g_000151.jpg,-t-Q7jSi14g_000151.jpg,roi_fallback,384,360
-t-Q7jSi14g,112.8,-t-Q7jSi14g_000153.jpg,-t-Q7jSi14g_000153.jpg,roi_fallback,384,360
-t-Q7jSi14g,117.4,-t-Q7jSi14g_000157.jpg,-t-Q7jSi14g_000157.jpg,roi_fallback,384,360
-t-Q7jSi14g,121.4,-t-Q7jSi14g_000201.jpg,-t-Q7jSi14g_000201.jpg,roi_fallback,384,360
-t-Q7jSi14g,122.2,-t-Q7jSi14g_000202.jpg,-t-Q7jSi14g_000202.jpg,roi_fallback,384,360
-t-Q7jSi14g,123.2,-t-Q7jSi14g_000203.jpg,-t-Q7jSi14g_000203.jpg,roi_fallback,384,360
-t-Q7jSi14g,124.2,-t-Q7jSi14g_000204.jpg,-t-Q7jSi14g_000204.jpg,roi_fallback,384,360
-t-Q7jSi14g,125.2,-t-Q7jSi14g_000205.jpg,-t-Q7jSi14g_000205.jpg,roi_fallback,384,360
-t-Q7jSi14g,127.2,-t-Q7jSi14g_000207.jpg,-t-Q7jSi14g_000207.jpg,roi_fallback,384,360
-t-Q7jSi14g,128.0,-t-Q7jSi14g_000208.jpg,-t-Q7jSi14g_000208.jpg,roi_fallback,384,360
-t-Q7jSi14g,129.2,-t-Q7jSi14g_000209.jpg,-t-Q7jSi14g_000209.jpg,roi_fallback,384,360
-t-Q7jSi14g,130.2,-t-Q7jSi14g_000210.jpg,-t-Q7jSi14g_000210.jpg,roi_fallback,384,360
-t-Q7jSi14g,133.8,-t-Q7jSi14g_000214.jpg,-t-Q7jSi14g_000214.jpg,roi_fallback,384,360
-t-Q7jSi14g,136.4,-t-Q7jSi14g_000216.jpg,-t-Q7jSi14g_000216.jpg,roi_fallback,384,360
-t-Q7jSi14g,141.4,-t-Q7jSi14g_000221.jpg,-t-Q7jSi14g_000221.jpg,roi_fallback,384,360
-t-Q7jSi14g,152.8,-t-Q7jSi14g_000233.jpg,-t-Q7jSi14g_000233.jpg,roi_fallback,384,360
-t-Q7jSi14g,155.2,-t-Q7jSi14g_000235.jpg,-t-Q7jSi14g_000235.jpg,roi_fallback,384,360
-t-Q7jSi14g,157.2,-t-Q7jSi14g_000237.jpg,-t-Q7jSi14g_000237.jpg,roi_fallback,384,360
-t-Q7jSi14g,158.2,-t-Q7jSi14g_000238.jpg,-t-Q7jSi14g_000238.jpg,roi_fallback,384,360
-t-Q7jSi14g,163.8,-t-Q7jSi14g_000244.jpg,-t-Q7jSi14g_000244.jpg,roi_fallback,384,360
-t-Q7jSi14g,166.4,-t-Q7jSi14g_000246.jpg,-t-Q7jSi14g_000246.jpg,roi_fallback,384,360
-t-Q7jSi14g,169.4,-t-Q7jSi14g_000249.jpg,-t-Q7jSi14g_000249.jpg,roi_fallback,384,360
-t-Q7jSi14g,172.0,-t-Q7jSi14g_000252.jpg,-t-Q7jSi14g_000252.jpg,roi_fallback,384,360
-t-Q7jSi14g,176.2,-t-Q7jSi14g_000256.jpg,-t-Q7jSi14g_000256.jpg,roi_fallback,384,360
-t-Q7jSi14g,178.2,-t-Q7jSi14g_000258.jpg,-t-Q7jSi14g_000258.jpg,roi_fallback,384,360
-t-Q7jSi14g,183.4,-t-Q7jSi14g_000303.jpg,-t-Q7jSi14g_000303.jpg,roi_fallback,384,360
-t-Q7jSi14g,189.4,-t-Q7jSi14g_000309.jpg,-t-Q7jSi14g_000309.jpg,roi_fallback,384,360
-t-Q7jSi14g,195.4,-t-Q7jSi14g_000315.jpg,-t-Q7jSi14g_000315.jpg,roi_fallback,384,360
-t-Q7jSi14g,201.4,-t-Q7jSi14g_000321.jpg,-t-Q7jSi14g_000321.jpg,roi_fallback,384,360
-t-Q7jSi14g,207.4,-t-Q7jSi14g_000327.jpg,-t-Q7jSi14g_000327.jpg,roi_fallback,384,360
-t-Q7jSi14g,212.8,-t-Q7jSi14g_000333.jpg,-t-Q7jSi14g_000333.jpg,roi_fallback,384,360
-t-Q7jSi14g,215.4,-t-Q7jSi14g_000335.jpg,-t-Q7jSi14g_000335.jpg,roi_fallback,384,360
-t-Q7jSi14g,219.4,-t-Q7jSi14g_000339.jpg,-t-Q7jSi14g_000339.jpg,roi_fallback,384,360
-t-Q7jSi14g,226.0,-t-Q7jSi14g_000346.jpg,-t-Q7jSi14g_000346.jpg,roi_fallback,384,360
-t-Q7jSi14g,227.2,-t-Q7jSi14g_000347.jpg,-t-Q7jSi14g_000347.jpg,roi_fallback,384,360
-t-Q7jSi14g,231.2,-t-Q7jSi14g_000351.jpg,-t-Q7jSi14g_000351.jpg,roi_fallback,384,360
-t-Q7jSi14g,231.6,-t-Q7jSi14g_000352.jpg,-t-Q7jSi14g_000352.jpg,roi_fallback,384,360
-t-Q7jSi14g,232.8,-t-Q7jSi14g_000353.jpg,-t-Q7jSi14g_000353.jpg,roi_fallback,384,360
-t-Q7jSi14g,235.2,-t-Q7jSi14g_000355.jpg,-t-Q7jSi14g_000355.jpg,roi_fallback,384,360
-t-Q7jSi14g,237.8,-t-Q7jSi14g_000358.jpg,-t-Q7jSi14g_000358.jpg,roi_fallback,384,360
-t-Q7jSi14g,243.0,-t-Q7jSi14g_000403.jpg,-t-Q7jSi14g_000403.jpg,roi_fallback,384,360
-t-Q7jSi14g,245.4,-t-Q7jSi14g_000405.jpg,-t-Q7jSi14g_000405.jpg,roi_fallback,384,360
-t-Q7jSi14g,249.4,-t-Q7jSi14g_000409.jpg,-t-Q7jSi14g_000409.jpg,roi_fallback,384,360
-t-Q7jSi14g,254.0,-t-Q7jSi14g_000414.jpg,-t-Q7jSi14g_000414.jpg,roi_fallback,384,360
-t-Q7jSi14g,256.4,-t-Q7jSi14g_000416.jpg,-t-Q7jSi14g_000416.jpg,roi_fallback,384,360
-t-Q7jSi14g,261.4,-t-Q7jSi14g_000421.jpg,-t-Q7jSi14g_000421.jpg,roi_fallback,384,360
-t-Q7jSi14g,267.4,-t-Q7jSi14g_000427.jpg,-t-Q7jSi14g_000427.jpg,roi_fallback,384,360
-t-Q7jSi14g,273.4,-t-Q7jSi14g_000433.jpg,-t-Q7jSi14g_000433.jpg,roi_fallback,384,360
-t-Q7jSi14g,278.4,-t-Q7jSi14g_000438.jpg,-t-Q7jSi14g_000438.jpg,roi_fallback,384,360
-t-Q7jSi14g,281.0,-t-Q7jSi14g_000441.jpg,-t-Q7jSi14g_000441.jpg,roi_fallback,384,360
-t-Q7jSi14g,285.4,-t-Q7jSi14g_000445.jpg,-t-Q7jSi14g_000445.jpg,roi_fallback,384,360
-t-Q7jSi14g,291.4,-t-Q7jSi14g_000451.jpg,-t-Q7jSi14g_000451.jpg,roi_fallback,384,360
-t-Q7jSi14g,297.4,-t-Q7jSi14g_000457.jpg,-t-Q7jSi14g_000457.jpg,roi_fallback,384,360
-t-Q7jSi14g,301.4,-t-Q7jSi14g_000501.jpg,-t-Q7jSi14g_000501.jpg,roi_fallback,384,360
-t-Q7jSi14g,303.4,-t-Q7jSi14g_000503.jpg,-t-Q7jSi14g_000503.jpg,roi_fallback,384,360
